Format Version,1.21,Take Name,Take 2017-12-04 07.34.48 PM,Capture Frame Rate,120,Export Frame Rate,30,Capture Start Time,2017-12-04 07.34.48.522 PM,Total Frames in Take,2375,Total Exported Frames,595,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4,-0.573414,0.425201,-0.319276,-0.623269,-0.154351,0.820955,0.236433,0.000988,-0.074248,-0.23314,-0.20407,0.947886,-0.108999,0.855966,-0.282251,0.000537,0.114085,-0.104083,0.000269,-0.988004,-0.019315,0.077522,-0.199636,0.000929,-0.217394,0.104548,-0.189119,-0.951863,-0.026747,0.076419,0.207649,0.001048,-0.009115,0.227467,-0.062119,-0.97176,-0.02099,1.711339,-0.012807,0.000188,-0.007882,-0.115168,-0.008878,0.993275,0.067892,1.282981,0.025228,0.001187
121,4.033333,-0.574076,0.429741,-0.311691,-0.623385,-0.163395,0.823518,0.233836,0.001059,-0.069787,-0.238068,-0.191939,0.949533,-0.099365,0.851484,-0.28263,0.000569,0.113682,-0.10406,0.000178,-0.988053,-0.019302,0.077558,-0.199645,0.000912,-0.217237,0.104801,-0.18904,-0.951887,-0.026789,0.076407,0.207684,0.001003,-0.009372,0.229034,-0.063276,-0.971315,-0.020883,1.711379,-0.013135,0.000215,-0.007803,-0.117041,-0.009046,0.993055,0.068247,1.282935,0.025374,0.001145
122,4.066667,-0.574252,0.434623,-0.304083,-0.623595,-0.173975,0.826613,0.23118,0.00133,-0.065341,-0.238954,-0.18009,0.951945,-0.091878,0.847897,-0.283177,0.000523,0.114127,-0.104068,0.000366,-0.988,-0.019299,0.077525,-0.199642,0.000929,-0.217262,0.10481,-0.189018,-0.951885,-0.026783,0.076406,0.20769,0.001003,-0.009246,0.230828,-0.064193,-0.970831,-0.020664,1.711453,-0.013521,0.000209,-0.007631,-0.118888,-0.009202,0.992836,0.068747,1.282888,0.02557,0.001106
123,4.1,-0.574339,0.439685,-0.2906,-0.626389,-0.186415,0.830468,0.228228,0.001136,-0.061214,-0.237023,-0.171582,0.954271,-0.086206,0.844675,-0.283743,0.000596,0.114089,-0.104089,0.0004,-0.988003,-0.019293,0.077529,-0.199642,0.000924,-0.217296,0.104839,-0.189025,-0.951872,-0.026779,0.076403,0.207689,0.000993,-0.009081,0.232738,-0.06439,-0.970363,-0.020167,1.711528,-0.013904,0.000193,-0.007398,-0.120678,-0.009257,0.992621,0.069347,1.282816,0.025711,0.001071
124,4.133333,-0.57511,0.444489,-0.274549,-0.629524,-0.200612,0.835266,0.225059,0.00109,-0.059612,-0.237068,-0.162754,0.955906,-0.082298,0.841873,-0.284119,0.000589,0.114075,-0.104095,0.000466,-0.988003,-0.019284,0.077528,-0.199651,0.000924,-0.217282,0.104866,-0.188962,-0.951885,-0.026791,0.076402,0.207699,0.000988,-0.008846,0.235291,-0.065034,-0.969706,-0.019502,1.71155,-0.014178,0.000237,-0.006946,-0.122709,-0.009755,0.99237,0.070039,1.282784,0.02577,0.000982
125,4.166667,-0.576028,0.45123,-0.258383,-0.630732,-0.216211,0.841168,0.221544,0.001147,-0.055509,-0.237577,-0.156439,0.95708,-0.079761,0.83953,-0.284494,0.000587,0.113711,-0.104064,0.000372,-0.988049,-0.019268,0.077554,-0.199656,0.000911,-0.217309,0.104899,-0.18892,-0.951883,-0.026793,0.076397,0.207697,0.000979,-0.008622,0.2376,-0.066174,-0.969068,-0.018874,1.711627,-0.014295,0.000213,-0.0066,-0.124494,-0.010442,0.992143,0.07079,1.282724,0.025765,0.000896
126,4.2,-0.572326,0.462296,-0.243379,-0.632054,-0.233735,0.84837,0.217877,0.00106,-0.052909,-0.236522,-0.151868,0.958224,-0.078413,0.83779,-0.284614,0.000584,0.113729,-0.104086,0.000481,-0.988044,-0.019261,0.077558,-0.199657,0.000913,-0.217741,0.105079,-0.188797,-0.951789,-0.026787,0.076432,0.207698,0.000985,-0.009176,0.239917,-0.067164,-0.968424,-0.018118,1.711703,-0.014283,0.000229,-0.006198,-0.12571,-0.010859,0.991988,0.071621,1.282603,0.02573,0.000847
127,4.233333,-0.567005,0.472577,-0.225873,-0.635734,-0.252867,0.85741,0.214139,0.001134,-0.052967,-0.234309,-0.148024,0.959366,-0.078242,0.836775,-0.28438,0.000558,0.114161,-0.104098,0.000625,-0.987993,-0.019262,0.077521,-0.199662,0.000925,-0.21729,0.104915,-0.188897,-0.951891,-0.026796,0.076395,0.207705,0.000978,-0.010121,0.241393,-0.067608,-0.968017,-0.017202,1.711817,-0.014122,0.00019,-0.005636,-0.12659,-0.011215,0.991876,0.072434,1.282462,0.025583,0.000881
128,4.266667,-0.562212,0.482978,-0.202331,-0.640088,-0.2737,0.868637,0.210538,0.00108,-0.051728,-0.231489,-0.147439,0.960208,-0.078908,0.836591,-0.283986,0.00061,0.114151,-0.104126,0.000663,-0.987991,-0.019255,0.077528,-0.199665,0.000932,-0.217329,0.104906,-0.188858,-0.95189,-0.026792,0.076393,0.207699,0.000979,-0.010791,0.24171,-0.067964,-0.967905,-0.01625,1.711898,-0.013885,0.000191,-0.004874,-0.127195,-0.011829,0.991795,0.073218,1.282318,0.025362,0.000868
129,4.3,-0.551336,0.499355,-0.182101,-0.643049,-0.296215,0.882651,0.206615,0.001255,-0.05187,-0.229819,-0.148417,0.96045,-0.080222,0.837077,-0.283472,0.000578,0.113774,-0.104108,0.000529,-0.988037,-0.019247,0.077554,-0.199673,0.000919,-0.217304,0.10491,-0.188827,-0.951902,-0.026791,0.076392,0.207695,0.000975,-0.011477,0.24065,-0.06815,-0.968148,-0.015179,1.711991,-0.013613,0.000212,-0.004126,-0.127372,-0.012142,0.991772,0.074035,1.282211,0.025177,0.000843
130,4.333333,-0.534758,0.518775,-0.159002,-0.647785,-0.320006,0.899679,0.202687,0.001436,-0.053351,-0.226968,-0.150603,0.960707,-0.081981,0.838102,-0.282851,0.000584,0.113802,-0.1041,0.000447,-0.988034,-0.019255,0.077555,-0.199679,0.000925,-0.217254,0.104862,-0.18884,-0.951916,-0.026789,0.076402,0.207688,0.000976,-0.01255,0.239893,-0.067874,-0.968342,-0.013957,1.712086,-0.013257,0.000266,-0.003216,-0.127499,-0.012478,0.991755,0.074902,1.282138,0.024917,0.000856
131,4.366667,-0.524744,0.535077,-0.13205,-0.648768,-0.344225,0.919537,0.19876,0.001241,-0.05442,-0.223067,-0.152939,0.961192,-0.083983,0.839334,-0.282226,0.000617,0.114281,-0.10414,0.000567,-0.987975,-0.019274,0.077515,-0.199675,0.000937,-0.217239,0.104833,-0.188835,-0.951924,-0.026794,0.076394,0.207684,0.000979,-0.013162,0.238995,-0.067509,-0.968582,-0.012749,1.712183,-0.012782,0.000215,-0.002414,-0.127674,-0.012932,0.991729,0.075743,1.282081,0.024657,0.000848
132,4.4,-0.511581,0.554488,-0.102672,-0.648295,-0.368217,0.942512,0.19499,0.001062,-0.05576,-0.221247,-0.155757,0.961083,-0.08589,0.840488,-0.281658,0.000624,0.114273,-0.104161,0.000558,-0.987974,-0.019279,0.077512,-0.199678,0.000936,-0.217264,0.104816,-0.188839,-0.951919,-0.026797,0.076396,0.207682,0.000979,-0.014202,0.238261,-0.067235,-0.968767,-0.01147,1.712305,-0.012205,0.000234,-0.001906,-0.127486,-0.01314,0.991752,0.076608,1.281951,0.024514,0.000886
133,4.433333,-0.498691,0.573591,-0.07297,-0.645736,-0.391609,0.968494,0.191131,0.000923,-0.057447,-0.217889,-0.157868,0.961406,-0.087793,0.841752,-0.281272,0.0006,0.114294,-0.104164,0.000524,-0.987971,-0.019284,0.077515,-0.199683,0.000934,-0.217216,0.104827,-0.188851,-0.951927,-0.026791,0.076399,0.207682,0.00098,-0.015725,0.237667,-0.066383,-0.968948,-0.010144,1.712452,-0.01163,0.000235,0.003254,-0.132858,-0.017935,0.990968,0.076483,1.28192,0.022674,0.000955
134,4.466667,-0.484001,0.591407,-0.03557,-0.643985,-0.413535,0.99678,0.187389,0.000961,-0.057433,-0.215318,-0.16027,0.961589,-0.089399,0.842909,-0.281115,0.000655,0.11433,-0.104173,0.000577,-0.987966,-0.019275,0.07751,-0.199685,0.00094,-0.217221,0.104822,-0.18884,-0.951928,-0.026792,0.076398,0.207677,0.000976,-0.016949,0.237451,-0.065325,-0.969052,-0.008832,1.712529,-0.011077,0.000214,0.003443,-0.133422,-0.018548,0.99088,0.077116,1.281869,0.022616,0.000985
135,4.5,-0.465661,0.611249,-0.002514,-0.639944,-0.433898,1.027739,0.183895,0.000911,-0.058507,-0.21581,-0.163863,0.960808,-0.090615,0.843794,-0.281014,0.000582,0.114378,-0.104214,0.000679,-0.987956,-0.019258,0.077513,-0.199691,0.000938,-0.21717,0.104833,-0.188827,-0.951941,-0.026787,0.076402,0.207667,0.00098,-0.01703,0.236625,-0.06419,-0.969329,-0.007627,1.712536,-0.010562,0.000255,0.003652,-0.13409,-0.018597,0.990788,0.077727,1.281866,0.022628,0.001033
136,4.533333,-0.443928,0.631665,0.032191,-0.634737,-0.451998,1.061008,0.180363,0.000875,-0.059486,-0.215097,-0.166311,0.960487,-0.091461,0.844689,-0.28102,0.000594,0.114393,-0.104222,0.000778,-0.987953,-0.019247,0.077523,-0.199695,0.00094,-0.217156,0.10486,-0.188818,-0.951943,-0.026789,0.076408,0.207665,0.000979,-0.01793,0.23569,-0.063215,-0.969604,-0.006545,1.712579,-0.010243,0.000218,0.00395,-0.134999,-0.018588,0.990664,0.078199,1.281852,0.022616,0.001076
137,4.566667,-0.424611,0.651431,0.069204,-0.624944,-0.467451,1.09607,0.176839,0.000813,-0.059389,-0.214213,-0.167779,0.960435,-0.091959,0.845524,-0.281114,0.000629,0.114313,-0.104249,0.000856,-0.98796,-0.019232,0.077513,-0.1997,0.000937,-0.217566,0.105037,-0.188662,-0.951861,-0.026777,0.076444,0.20766,0.000988,-0.018781,0.234782,-0.062314,-0.969867,-0.005751,1.712609,-0.009969,0.000228,0.004064,-0.136057,-0.018717,0.990516,0.078568,1.281864,0.02266,0.001158
138,4.6,-0.402974,0.670575,0.105462,-0.613855,-0.479916,1.132078,0.173616,0.000796,-0.0596,-0.213366,-0.169091,0.960381,-0.092041,0.846082,-0.281146,0.000634,0.11393,-0.104238,0.000788,-0.988005,-0.019211,0.077544,-0.199709,0.000932,-0.217601,0.105042,-0.188636,-0.951857,-0.026775,0.076444,0.207657,0.000991,-0.019636,0.233579,-0.061703,-0.970179,-0.005273,1.712606,-0.009631,0.000232,0.004116,-0.137272,-0.018654,0.990349,0.078772,1.281878,0.022763,0.001201
139,4.633333,-0.374085,0.690488,0.137406,-0.603661,-0.489496,1.168614,0.170754,0.000684,-0.060858,-0.212609,-0.169661,0.960369,-0.091674,0.846516,-0.281207,0.000576,0.113977,-0.104233,0.000783,-0.988,-0.019205,0.077545,-0.199715,0.000934,-0.217132,0.104864,-0.188827,-0.951946,-0.026786,0.076411,0.207654,0.000982,-0.020341,0.232788,-0.061591,-0.970362,-0.005078,1.712643,-0.00941,0.000229,0.004099,-0.138575,-0.018458,0.990171,0.078945,1.281933,0.022866,0.001252
140,4.666667,-0.351117,0.707584,0.1739,-0.588049,-0.496148,1.20493,0.167963,0.00068,-0.060471,-0.211335,-0.169382,0.960724,-0.090962,0.846812,-0.281385,0.000611,0.113997,-0.104238,0.000779,-0.987997,-0.019209,0.077544,-0.199715,0.000931,-0.217559,0.105043,-0.188689,-0.951856,-0.026781,0.076452,0.207653,0.00099,-0.021515,0.232471,-0.062003,-0.970387,-0.005156,1.712712,-0.009217,0.000215,0.004085,-0.139961,-0.01847,0.989976,0.079016,1.281974,0.022957,0.001298
141,4.7,-0.33207,0.722353,0.206157,-0.570468,-0.499621,1.240246,0.165498,0.000727,-0.060082,-0.212166,-0.168442,0.96073,-0.089927,0.846827,-0.281576,0.000601,0.114415,-0.104254,0.000896,-0.987947,-0.019224,0.077517,-0.199712,0.000945,-0.217129,0.104857,-0.188834,-0.951946,-0.026792,0.076413,0.207656,0.00098,-0.022653,0.232598,-0.062855,-0.970275,-0.005372,1.712806,-0.008996,0.000228,0.003959,-0.141667,-0.018801,0.989728,0.079001,1.282071,0.023078,0.001365
142,4.733333,-0.308863,0.732552,0.235932,-0.558845,-0.500641,1.274013,0.163309,0.000833,-0.059347,-0.213062,-0.168185,0.960623,-0.088702,0.846627,-0.281855,0.000637,0.114395,-0.104245,0.000857,-0.98795,-0.019232,0.077512,-0.19971,0.000947,-0.217109,0.104867,-0.188864,-0.951944,-0.026795,0.076416,0.207654,0.000981,-0.023568,0.233382,-0.063315,-0.970035,-0.00564,1.712855,-0.00881,0.000192,0.003512,-0.143256,-0.019047,0.989496,0.078901,1.282141,0.023253,0.001388
143,4.766667,-0.288345,0.742428,0.264448,-0.543807,-0.499165,1.305954,0.161645,0.000825,-0.059069,-0.214851,-0.167758,0.960316,-0.087505,0.84633,-0.282134,0.000582,0.114408,-0.104242,0.000825,-0.987949,-0.01924,0.077512,-0.199708,0.000941,-0.217588,0.105023,-0.188737,-0.951842,-0.026783,0.076451,0.207655,0.000984,-0.024297,0.233836,-0.064022,-0.969862,-0.005906,1.712908,-0.008778,0.000191,0.002891,-0.14509,-0.01926,0.989227,0.078726,1.282195,0.023384,0.001395
144,4.8,-0.271157,0.752851,0.292445,-0.523608,-0.495895,1.335355,0.160505,0.00086,-0.060351,-0.216306,-0.166467,0.960135,-0.08648,0.846184,-0.282256,0.000634,0.113979,-0.104212,0.000636,-0.988002,-0.019229,0.077542,-0.199711,0.000929,-0.217596,0.105024,-0.188757,-0.951837,-0.026787,0.076457,0.207656,0.000989,-0.024814,0.234263,-0.064579,-0.969709,-0.006147,1.71294,-0.008902,0.000194,0.0023,-0.147146,-0.019468,0.988921,0.078429,1.282233,0.023542,0.001433
145,4.833333,-0.251898,0.762832,0.315801,-0.50488,-0.490783,1.362369,0.159611,0.000916,-0.060446,-0.217399,-0.166688,0.959843,-0.085724,0.846011,-0.282307,0.000649,0.114426,-0.10422,0.000767,-0.98795,-0.019243,0.077512,-0.199707,0.000944,-0.217129,0.104839,-0.188969,-0.951921,-0.026806,0.076415,0.207664,0.000981,-0.024841,0.234889,-0.064867,-0.969537,-0.006344,1.712941,-0.009197,0.000199,0.002577,-0.150492,-0.020716,0.988391,0.077545,1.282468,0.023074,0.00114
146,4.866667,-0.232536,0.771392,0.337035,-0.487123,-0.484081,1.386851,0.158801,0.00096,-0.061176,-0.217572,-0.165333,0.959992,-0.085035,0.84583,-0.282275,0.000572,0.114009,-0.104164,0.000502,-0.988004,-0.019247,0.077536,-0.199711,0.000938,-0.217219,0.104861,-0.188964,-0.951899,-0.026814,0.076419,0.207663,0.000981,-0.024694,0.235719,-0.065053,-0.969327,-0.006558,1.712935,-0.00965,0.00018,0.002067,-0.152222,-0.021087,0.988119,0.077103,1.282546,0.023143,0.001159
147,4.9,-0.212216,0.778413,0.355061,-0.472197,-0.476589,1.408954,0.158145,0.00105,-0.061313,-0.218146,-0.165496,0.959825,-0.084771,0.845796,-0.282152,0.000569,0.114437,-0.104148,0.000593,-0.987956,-0.019266,0.077507,-0.199701,0.000951,-0.217245,0.104826,-0.189054,-0.951879,-0.026819,0.076418,0.207664,0.000981,-0.02397,0.236962,-0.065679,-0.969,-0.006762,1.712943,-0.010237,0.000211,-0.004372,-0.149059,-0.013926,0.98872,0.078354,1.2826,0.025689,0.001598
148,4.933333,-0.194342,0.784925,0.372194,-0.455626,-0.468129,1.428788,0.157776,0.001072,-0.061299,-0.21897,-0.166029,0.959546,-0.084786,0.845752,-0.281932,0.000534,0.114443,-0.104121,0.000502,-0.987958,-0.019281,0.0775,-0.199697,0.000948,-0.21723,0.104773,-0.189279,-0.951844,-0.026816,0.076397,0.207665,0.000961,-0.023767,0.238749,-0.065862,-0.968554,-0.007003,1.712934,-0.01078,0.000253,-0.004784,-0.150813,-0.014143,0.98845,0.077894,1.282614,0.025705,0.001668
149,4.966667,-0.182036,0.789474,0.391628,-0.436144,-0.458693,1.44694,0.157823,0.001194,-0.061579,-0.218917,-0.166912,0.959387,-0.085096,0.845717,-0.281662,0.000526,0.114479,-0.104098,0.000396,-0.987957,-0.019306,0.077492,-0.199693,0.000955,-0.217235,0.104795,-0.189201,-0.951856,-0.026836,0.07642,0.207675,0.000978,-0.023434,0.240523,-0.066147,-0.968103,-0.007292,1.712924,-0.01123,0.000254,-0.005282,-0.152454,-0.014094,0.988196,0.07744,1.282611,0.025734,0.00171
150,5,-0.168979,0.79534,0.408792,-0.414452,-0.448383,1.463778,0.15846,0.00133,-0.060151,-0.217613,-0.167838,0.959613,-0.085571,0.845783,-0.281537,0.000599,0.114437,-0.104061,0.000257,-0.987965,-0.019326,0.077486,-0.199682,0.000958,-0.217323,0.104754,-0.189387,-0.951803,-0.02683,0.076391,0.207677,0.000957,-0.022773,0.242148,-0.066285,-0.967704,-0.007633,1.712912,-0.011747,0.000213,-0.005704,-0.154169,-0.013881,0.987931,0.076968,1.282654,0.025814,0.001741
151,5.033333,-0.155966,0.799419,0.425013,-0.394928,-0.437705,1.479016,0.159444,0.0014,-0.058303,-0.215531,-0.168379,0.960102,-0.086135,0.845853,-0.281467,0.000564,0.114436,-0.10404,0.000063,-0.987968,-0.019348,0.077487,-0.199678,0.000959,-0.217264,0.104742,-0.189315,-0.951833,-0.02685,0.076417,0.207675,0.000974,-0.021866,0.243632,-0.066792,-0.967318,-0.008025,1.712898,-0.012292,0.000215,-0.010377,-0.146597,-0.006864,0.989118,0.076189,1.28111,0.027228,0.001859
152,5.066667,-0.145249,0.802346,0.441608,-0.374334,-0.426729,1.492877,0.160862,0.001573,-0.056957,-0.213117,-0.168406,0.960717,-0.086765,0.845905,-0.281341,0.000556,0.114438,-0.104024,0.000004,-0.987969,-0.019368,0.077484,-0.199678,0.000956,-0.217339,0.104713,-0.189488,-0.951784,-0.026844,0.076392,0.20768,0.00096,-0.021197,0.244887,-0.067718,-0.966951,-0.00852,1.712905,-0.012844,0.000241,-0.010915,-0.147703,-0.006706,0.988949,0.075753,1.281066,0.027325,0.001907
153,5.1,-0.130527,0.805731,0.454937,-0.35608,-0.415187,1.505354,0.16264,0.00147,-0.056855,-0.211518,-0.169062,0.960961,-0.087516,0.845992,-0.281229,0.000608,0.114495,-0.103979,-0.000109,-0.987967,-0.019382,0.077483,-0.199672,0.00096,-0.217348,0.104701,-0.189502,-0.951781,-0.026849,0.076392,0.207678,0.000966,-0.020708,0.246474,-0.068575,-0.966498,-0.008923,1.712917,-0.013356,0.000244,-0.011486,-0.148915,-0.006824,0.98876,0.075304,1.281028,0.02742,0.001947
154,5.133333,-0.114322,0.809308,0.465863,-0.339002,-0.4036,1.51645,0.164475,0.001143,-0.057079,-0.210946,-0.170786,0.960768,-0.088262,0.84594,-0.281261,0.000547,0.114397,-0.103933,-0.000363,-0.987983,-0.019388,0.077488,-0.199666,0.000943,-0.217373,0.104681,-0.189537,-0.95177,-0.026852,0.076394,0.207682,0.000963,-0.020133,0.247828,-0.068875,-0.966143,-0.009256,1.712897,-0.013824,0.000223,-0.012086,-0.14989,-0.006964,0.988604,0.074833,1.280974,0.027497,0.001956
155,5.166667,-0.105206,0.815156,0.475022,-0.314336,-0.391877,1.526391,0.166811,0.000988,-0.056399,-0.209716,-0.171022,0.961036,-0.088886,0.845973,-0.281338,0.000543,0.114336,-0.103917,-0.000471,-0.987992,-0.0194,0.07749,-0.199665,0.000945,-0.21757,0.104556,-0.189627,-0.951721,-0.026896,0.076383,0.207677,0.000933,-0.019837,0.248875,-0.069257,-0.965853,-0.009561,1.712906,-0.014241,0.000226,-0.012557,-0.150531,-0.007238,0.988499,0.074367,1.280958,0.027495,0.001966
156,5.2,-0.089095,0.812735,0.490543,-0.301481,-0.37907,1.534178,0.168748,0.001141,-0.055925,-0.209536,-0.171195,0.961072,-0.089423,0.845853,-0.28141,0.000499,0.114426,-0.10387,-0.000597,-0.987987,-0.019419,0.077493,-0.199658,0.000951,-0.217544,0.104532,-0.18971,-0.951713,-0.0269,0.076381,0.20768,0.000929,-0.019949,0.249886,-0.069916,-0.965542,-0.009873,1.712968,-0.014682,0.000258,-0.012961,-0.151367,-0.007198,0.988367,0.073959,1.280906,0.027507,0.00199
157,5.233333,-0.067398,0.811342,0.501403,-0.292875,-0.365714,1.5401,0.170871,0.00117,-0.054593,-0.210192,-0.171638,0.960926,-0.089899,0.845664,-0.281503,0.000555,0.11435,-0.10386,-0.000679,-0.987996,-0.019435,0.07749,-0.199655,0.000947,-0.21757,0.104513,-0.18977,-0.951697,-0.026898,0.076383,0.207681,0.000936,-0.019431,0.250662,-0.070464,-0.965311,-0.010096,1.712992,-0.015189,0.000265,-0.013362,-0.151876,-0.007126,0.988284,0.073548,1.280737,0.027492,0.002018
158,5.266667,-0.051419,0.811354,0.51215,-0.277063,-0.352689,1.54411,0.172701,0.001224,-0.054227,-0.208242,-0.170677,0.961543,-0.090288,0.845344,-0.281455,0.000544,0.114371,-0.103861,-0.000734,-0.987994,-0.019445,0.077488,-0.199647,0.000947,-0.217588,0.104518,-0.189753,-0.951696,-0.026896,0.076388,0.207684,0.000941,-0.019086,0.251544,-0.07025,-0.965104,-0.010114,1.712932,-0.015646,0.00027,-0.013416,-0.152056,-0.007284,0.988254,0.073162,1.280565,0.02735,0.002079
159,5.3,-0.036318,0.813807,0.51829,-0.260337,-0.340733,1.546924,0.174112,0.001138,-0.053708,-0.207688,-0.169826,0.961842,-0.090529,0.844834,-0.281394,0.000573,0.114262,-0.103822,-0.000804,-0.98801,-0.019455,0.077483,-0.199634,0.000945,-0.217563,0.104488,-0.1898,-0.951696,-0.026893,0.076389,0.207685,0.000951,-0.018775,0.252387,-0.069826,-0.964921,-0.010074,1.712855,-0.016058,0.000251,-0.013668,-0.151611,-0.006865,0.988322,0.072751,1.280373,0.027139,0.0021
160,5.333333,-0.021875,0.813419,0.524465,-0.250613,-0.33068,1.549204,0.175398,0.001212,-0.054004,-0.206085,-0.168788,0.962353,-0.090738,0.844203,-0.281294,0.000567,0.114208,-0.103824,-0.000853,-0.988016,-0.019459,0.077484,-0.199624,0.000949,-0.21761,0.104492,-0.189822,-0.95168,-0.026883,0.076386,0.207693,0.000953,-0.018796,0.25329,-0.069287,-0.964723,-0.010037,1.712818,-0.016432,0.000258,-0.013691,-0.15128,-0.006938,0.988372,0.072385,1.280254,0.026847,0.002146
161,5.366667,-0.013898,0.814318,0.528146,-0.240323,-0.32332,1.551225,0.176653,0.001207,-0.053402,-0.204111,-0.167534,0.963026,-0.090976,0.843683,-0.281193,0.000603,0.114192,-0.103856,-0.000866,-0.988015,-0.019459,0.077482,-0.19962,0.000944,-0.217679,0.104447,-0.189869,-0.95166,-0.026889,0.076385,0.207691,0.00096,-0.018469,0.25329,-0.068754,-0.964767,-0.010093,1.712804,-0.016811,0.000228,-0.013899,-0.150789,-0.007014,0.988443,0.072106,1.2802,0.026523,0.002189
162,5.4,-0.011059,0.816517,0.529225,-0.230432,-0.318777,1.553126,0.177671,0.001185,-0.053084,-0.202737,-0.16633,0.963542,-0.091296,0.843249,-0.281123,0.000619,0.114176,-0.103837,-0.000919,-0.988019,-0.019468,0.077481,-0.19962,0.000944,-0.217803,0.10416,-0.189899,-0.951657,-0.026844,0.0764,0.207653,0.001006,-0.01837,0.25227,-0.068529,-0.965052,-0.010299,1.712792,-0.017187,0.000212,-0.014546,-0.149886,-0.006909,0.988572,0.071765,1.280155,0.02625,0.002199
163,5.433333,-0.008313,0.817094,0.530111,-0.22643,-0.316747,1.554732,0.178528,0.001139,-0.052564,-0.201774,-0.1655,0.963916,-0.091748,0.842906,-0.281083,0.00063,0.114201,-0.103831,-0.000962,-0.988016,-0.019473,0.077482,-0.199616,0.00095,-0.21778,0.104153,-0.189934,-0.951656,-0.026851,0.076403,0.207651,0.001005,-0.017917,0.250933,-0.068486,-0.965413,-0.010582,1.712759,-0.017594,0.000223,-0.014955,-0.149351,-0.006838,0.988647,0.071527,1.280161,0.025944,0.002214
164,5.466667,-0.003463,0.821913,0.523791,-0.223809,-0.317195,1.555831,0.179727,0.001153,-0.052783,-0.201277,-0.165303,0.964042,-0.09236,0.842584,-0.280952,0.000625,0.114193,-0.103846,-0.001007,-0.988016,-0.019481,0.07748,-0.199614,0.000944,-0.21782,0.104151,-0.189937,-0.951646,-0.026855,0.076408,0.20765,0.001009,-0.017874,0.249529,-0.068668,-0.965764,-0.010914,1.712753,-0.018003,0.000233,-0.015183,-0.148773,-0.006954,0.98873,0.071298,1.280181,0.025646,0.002214
165,5.5,-0.005223,0.820456,0.523813,-0.229006,-0.319673,1.556206,0.180499,0.00116,-0.052925,-0.201544,-0.165787,0.963895,-0.093054,0.842325,-0.280851,0.00061,0.114225,-0.103821,-0.001086,-0.988015,-0.019487,0.077482,-0.199615,0.000946,-0.217847,0.104138,-0.189965,-0.951636,-0.02686,0.076408,0.20765,0.001003,-0.018002,0.249059,-0.068789,-0.965875,-0.011343,1.712729,-0.018314,0.000231,-0.015587,-0.148109,-0.006567,0.988826,0.071096,1.28016,0.025396,0.002205
166,5.533333,-0.010662,0.819905,0.522565,-0.233596,-0.324376,1.555511,0.181532,0.001188,-0.053446,-0.20095,-0.166435,0.963879,-0.093883,0.842228,-0.280704,0.000553,0.114228,-0.103831,-0.001099,-0.988013,-0.019494,0.077479,-0.19962,0.000945,-0.217793,0.104103,-0.190057,-0.951634,-0.026871,0.076408,0.207648,0.001003,-0.018204,0.248825,-0.069149,-0.965905,-0.011785,1.712736,-0.018603,0.000247,-0.015908,-0.147865,-0.006386,0.988859,0.07092,1.280133,0.025147,0.002195
167,5.566667,-0.021177,0.819791,0.520089,-0.23875,-0.331209,1.553859,0.182943,0.001141,-0.053846,-0.201283,-0.167616,0.963582,-0.094847,0.842347,-0.280396,0.000563,0.114186,-0.103856,-0.001056,-0.988015,-0.019505,0.077461,-0.19962,0.00093,-0.21783,0.104058,-0.190137,-0.951614,-0.026879,0.076416,0.207645,0.001008,-0.018222,0.248275,-0.069484,-0.966022,-0.012161,1.712726,-0.018888,0.000272,-0.016081,-0.147422,-0.006057,0.988924,0.070776,1.28011,0.024974,0.002179
168,5.6,-0.036585,0.809391,0.527257,-0.256022,-0.340326,1.551311,0.183653,0.001312,-0.054227,-0.200625,-0.168363,0.963568,-0.095557,0.842504,-0.280077,0.000584,0.114255,-0.103817,-0.001228,-0.988011,-0.01951,0.077467,-0.19962,0.000948,-0.217814,0.104032,-0.190271,-0.951594,-0.026898,0.076414,0.207645,0.001008,-0.017982,0.247971,-0.069592,-0.966097,-0.012459,1.712716,-0.019105,0.00026,-0.016061,-0.146782,-0.00569,0.989022,0.07066,1.280123,0.024817,0.002164
169,5.633333,-0.049114,0.807449,0.522645,-0.269176,-0.351458,1.547378,0.185292,0.001177,-0.054916,-0.199668,-0.168655,0.963677,-0.09622,0.842784,-0.279692,0.000573,0.114445,-0.103696,-0.001405,-0.988002,-0.019517,0.077492,-0.199609,0.000967,-0.21783,0.103986,-0.190399,-0.95157,-0.026917,0.076416,0.207654,0.001011,-0.017919,0.247871,-0.069823,-0.966107,-0.012771,1.712738,-0.019249,0.00024,-0.015898,-0.146075,-0.005525,0.98913,0.070572,1.280163,0.024654,0.002144
170,5.666667,-0.067408,0.803745,0.51958,-0.281933,-0.364565,1.541936,0.186979,0.001126,-0.055532,-0.198589,-0.169651,0.963689,-0.096876,0.843124,-0.279289,0.000621,0.114406,-0.103734,-0.00137,-0.988002,-0.019527,0.077481,-0.19961,0.000941,-0.217869,0.103931,-0.190543,-0.951538,-0.026937,0.076418,0.207655,0.001013,-0.017897,0.247839,-0.070317,-0.96608,-0.013097,1.712783,-0.019251,0.000241,-0.015645,-0.145206,-0.005381,0.989263,0.070489,1.280176,0.024497,0.002108
