Format Version,1.21,Take Name,Rutina_Circulos_Lennon,Capture Frame Rate,120,Export Frame Rate,30,Capture Start Time,2017-11-27 08.00.40.658 PM,Total Frames in Take,2367,Total Exported Frames,593,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,6.966667,-0.000983,-0.111847,-0.06234,-0.991768,-0.015503,1.673509,-0.025598,0.000786,0.03194,0.046935,0.127272,-0.990242,0.109682,1.319733,-0.013832,0.001236,0.085349,0.882496,-0.459722,0.050714,-0.532173,1.523182,0.108721,0.001064,0.059161,-0.019538,0.044889,0.997047,-0.030158,0.054001,-0.204643,0.001673,0.012274,-0.207632,0.00614,0.978111,0.028365,0.050286,0.190455,0.000902,0.07228,-0.239758,0.335541,-0.908132,-0.494638,1.133332,-0.097693,0.000645
210,7,-0.000923,-0.111362,-0.062033,-0.991842,-0.015344,1.673638,-0.024806,0.000786,0.032747,0.043756,0.127016,-0.990394,0.109646,1.319404,-0.013637,0.001257,0.092176,0.886378,-0.452149,0.037398,-0.527918,1.535721,0.121936,0.001056,0.05913,-0.019597,0.044898,0.997048,-0.030159,0.053999,-0.204641,0.001671,0.012284,-0.207654,0.006132,0.978106,0.028363,0.050292,0.190448,0.000907,0.069417,-0.237877,0.323559,-0.913184,-0.491654,1.121764,-0.104198,0.000617
211,7.033333,-0.000164,-0.110728,-0.061345,-0.991956,-0.015001,1.673764,-0.024002,0.000782,0.056138,-0.192796,0.078697,-0.976466,0.12544,1.316496,-0.005065,0.001419,0.1011,0.888252,-0.447366,0.025509,-0.523209,1.546395,0.136491,0.001153,0.05912,-0.019604,0.044893,0.997048,-0.030158,0.054001,-0.204639,0.001671,0.012304,-0.207686,0.006158,0.978099,0.028361,0.050289,0.190442,0.000907,0.068205,-0.230026,0.312612,-0.919081,-0.488326,1.110328,-0.11237,0.000583
212,7.066667,-0.000464,-0.110292,-0.060058,-0.992083,-0.014532,1.673902,-0.023181,0.000745,0.055182,-0.190458,0.079302,-0.97693,0.124402,1.316051,-0.004752,0.001406,0.103898,0.89065,-0.442508,0.011613,-0.518644,1.555254,0.152174,0.001156,0.059144,-0.019658,0.044936,0.997044,-0.030161,0.05401,-0.204636,0.001669,0.012226,-0.207693,0.006024,0.978099,0.028334,0.050325,0.190458,0.000877,0.065676,-0.222145,0.300086,-0.925358,-0.484735,1.098891,-0.122015,0.000555
213,7.1,-0.000545,-0.110222,-0.059088,-0.992149,-0.013945,1.674021,-0.022319,0.000779,0.054293,-0.186867,0.078501,-0.977738,0.123249,1.315509,-0.004542,0.001458,0.106402,0.89222,-0.438874,-0.003491,-0.514056,1.562293,0.169009,0.001386,0.059141,-0.019693,0.044954,0.997043,-0.030164,0.054011,-0.204637,0.001669,0.012277,-0.207765,0.0063,0.978082,0.028354,0.050293,0.190437,0.000893,0.060029,-0.215831,0.287329,-0.931266,-0.48086,1.0879,-0.132786,0.000574
214,7.133333,-0.000901,-0.110293,-0.056642,-0.992283,-0.013257,1.674232,-0.021521,0.000778,0.053132,-0.18314,0.079281,-0.978443,0.122168,1.315122,-0.004332,0.001543,0.106173,0.894023,-0.434895,-0.017785,-0.509665,1.567693,0.187287,0.001309,0.059123,-0.019649,0.045012,0.997042,-0.030181,0.054011,-0.204629,0.001673,0.012237,-0.207751,0.006075,0.978086,0.028332,0.050325,0.190451,0.000877,0.054929,-0.205614,0.275462,-0.937457,-0.476584,1.077339,-0.144869,0.000562
215,7.166667,-0.001042,-0.110062,-0.053804,-0.992467,-0.012462,1.674471,-0.021035,0.000773,0.051562,-0.179067,0.079323,-0.979277,0.121021,1.31462,-0.004073,0.001587,0.103052,0.895806,-0.431043,-0.03338,-0.505256,1.57147,0.207273,0.001261,0.059156,-0.019659,0.045057,0.997038,-0.03018,0.054013,-0.204625,0.001672,0.012254,-0.207781,0.006335,0.978078,0.028352,0.0503,0.19043,0.000893,0.051772,-0.193705,0.266301,-0.942805,-0.472081,1.067405,-0.15786,0.000523
216,7.2,-0.000832,-0.109219,-0.051191,-0.992698,-0.011852,1.674612,-0.020717,0.0008,0.0501,-0.175648,0.079501,-0.979958,0.120023,1.314165,-0.003884,0.001614,0.097912,0.89801,-0.425928,-0.050772,-0.500549,1.573826,0.228764,0.001291,0.05913,-0.01967,0.04508,0.997038,-0.030181,0.054015,-0.204628,0.001676,0.012175,-0.207819,0.006357,0.978071,0.028355,0.050301,0.190434,0.000894,0.047791,-0.181885,0.25533,-0.948388,-0.467489,1.058539,-0.172082,0.000576
217,7.233333,-0.000514,-0.108344,-0.051528,-0.992777,-0.011781,1.674679,-0.02059,0.0008,0.048651,-0.17355,0.081261,-0.98026,0.119356,1.313786,-0.003577,0.001655,0.089624,0.900552,-0.419611,-0.070004,-0.495676,1.574336,0.251139,0.001237,0.059181,-0.019678,0.045116,0.997033,-0.030182,0.054018,-0.204629,0.001677,0.012207,-0.20783,0.006345,0.978068,0.028361,0.050307,0.190425,0.000894,0.041006,-0.168825,0.246265,-0.953504,-0.462987,1.050917,-0.187299,0.000572
218,7.266667,0.000472,-0.107355,-0.051549,-0.992883,-0.011835,1.674715,-0.020702,0.000796,0.047208,-0.171035,0.081855,-0.980723,0.118696,1.313498,-0.003364,0.001746,0.078967,0.902915,-0.412894,-0.089592,-0.490483,1.572937,0.273849,0.001252,0.059137,-0.019704,0.045052,0.997038,-0.030181,0.054021,-0.204634,0.001673,0.012133,-0.20784,0.006326,0.978067,0.028361,0.050304,0.190416,0.000892,0.034589,-0.155715,0.237972,-0.958084,-0.458656,1.044885,-0.20294,0.000559
219,7.3,0.001282,-0.106358,-0.050818,-0.993028,-0.011908,1.674766,-0.020912,0.000813,0.045766,-0.169494,0.082616,-0.980995,0.118271,1.313222,-0.00325,0.00188,0.068993,0.905638,-0.404646,-0.106403,-0.485105,1.569236,0.296585,0.001213,0.059101,-0.019706,0.04504,0.997041,-0.030181,0.05402,-0.204634,0.001674,0.012135,-0.207876,0.006341,0.978059,0.028366,0.050296,0.190415,0.000892,0.026751,-0.142532,0.231868,-0.961876,-0.454609,1.040574,-0.218933,0.000549
220,7.333333,0.002396,-0.105658,-0.05081,-0.993101,-0.012087,1.674786,-0.021183,0.000808,0.043635,-0.167213,0.081948,-0.98154,0.117822,1.312873,-0.003224,0.001937,0.056688,0.905066,-0.403487,-0.121822,-0.480063,1.563203,0.318856,0.001126,0.059157,-0.019694,0.045094,0.997035,-0.030177,0.054024,-0.204633,0.001674,0.012158,-0.20789,0.006254,0.978057,0.028382,0.050298,0.190424,0.000888,0.018072,-0.129358,0.226215,-0.965281,-0.450622,1.037827,-0.235206,0.000485
221,7.366667,0.003578,-0.105155,-0.051385,-0.993121,-0.012271,1.674773,-0.021473,0.000803,0.045282,0.118274,0.118909,-0.984795,0.136804,1.311074,-0.005775,0.002027,0.042434,0.905995,-0.398653,-0.135825,-0.47545,1.554326,0.340736,0.001353,0.059127,-0.019674,0.04506,0.997039,-0.030178,0.054027,-0.204638,0.001672,0.011971,-0.207968,0.00618,0.978043,0.028406,0.05029,0.19044,0.00089,0.010725,-0.114798,0.22267,-0.968052,-0.446776,1.036366,-0.251707,0.000496
222,7.4,0.005018,-0.104717,-0.050375,-0.993213,-0.012329,1.674781,-0.02175,0.000808,0.045355,0.113091,0.118493,-0.985451,0.136274,1.310786,-0.006119,0.001822,0.024464,0.905813,-0.396088,-0.148388,-0.471024,1.543073,0.362422,0.001156,0.059151,-0.019665,0.045048,0.997038,-0.030177,0.054014,-0.204629,0.001674,0.012007,-0.207917,0.006131,0.978054,0.028411,0.050285,0.190442,0.000881,0.002824,-0.100536,0.22017,-0.970263,-0.443269,1.036577,-0.267743,0.000645
223,7.433333,0.006525,-0.104482,-0.050642,-0.993215,-0.012609,1.674707,-0.021974,0.000788,0.045378,0.107594,0.118102,-0.986112,0.135676,1.310555,-0.006317,0.001635,0.003567,0.906213,-0.390307,-0.16256,-0.466691,1.52958,0.383709,0.00121,0.059249,-0.019634,0.045093,0.997031,-0.030176,0.05403,-0.204629,0.001677,0.011971,-0.207909,0.006059,0.978056,0.028424,0.050289,0.190444,0.000882,-0.006121,-0.08872,0.221196,-0.971166,-0.440375,1.038471,-0.283629,0.000585
224,7.466667,0.007775,-0.103501,-0.050819,-0.9933,-0.012826,1.674659,-0.021988,0.000796,0.020225,-0.094456,0.059969,-0.993515,0.10866,1.308524,-0.001682,0.002894,-0.019781,0.904722,-0.387796,-0.175218,-0.46239,1.514429,0.404189,0.000962,0.059264,-0.019453,0.04526,0.997026,-0.030174,0.054,-0.204599,0.001691,0.012016,-0.207833,0.005733,0.978074,0.028407,0.050312,0.190455,0.000864,-0.015282,-0.076537,0.221426,-0.972049,-0.437717,1.042016,-0.299714,0.000608
225,7.5,0.008101,-0.10184,-0.050817,-0.993469,-0.01283,1.674727,-0.021747,0.000803,0.019464,-0.094215,0.059944,-0.993555,0.108559,1.308452,-0.001547,0.002858,-0.044267,0.901166,-0.388667,-0.186756,-0.458074,1.497859,0.423313,0.000894,0.059274,-0.01954,0.045118,0.99703,-0.030188,0.054032,-0.204622,0.001682,0.012052,-0.207872,0.005984,0.978063,0.028433,0.050288,0.190451,0.000879,-0.023304,-0.063517,0.225521,-0.971886,-0.435709,1.047317,-0.315873,0.000656
226,7.533333,0.008165,-0.100057,-0.050023,-0.99369,-0.012564,1.674864,-0.021262,0.000785,0.019464,-0.094215,0.059944,-0.993555,0.108559,1.308452,-0.001547,0.002858,-0.068318,0.897118,-0.389776,-0.196433,-0.453604,1.480198,0.441123,0.001092,0.059305,-0.019589,0.045119,0.997027,-0.030187,0.054033,-0.204621,0.001679,0.012006,-0.207809,0.005759,0.978079,0.028414,0.05031,0.19046,0.000856,-0.030213,-0.050306,0.230365,-0.971334,-0.43398,1.05415,-0.332227,0.000701
227,7.566667,0.006821,-0.099144,-0.04811,-0.993886,-0.012091,1.675069,-0.02046,0.000797,0.019464,-0.094215,0.059944,-0.993555,0.108559,1.308452,-0.001547,0.002858,-0.091443,0.891847,-0.392472,-0.205457,-0.449007,1.462057,0.45776,0.001225,0.059282,-0.019524,0.045168,0.997028,-0.030186,0.054031,-0.204621,0.001682,0.012069,-0.207864,0.005959,0.978065,0.028436,0.05028,0.190455,0.00088,-0.039316,-0.033805,0.236379,-0.970277,-0.432307,1.062394,-0.348905,0.000717
228,7.6,0.005786,-0.097981,-0.046553,-0.994082,-0.011692,1.675286,-0.019532,0.000797,0.019464,-0.094215,0.059944,-0.993555,0.108559,1.308452,-0.001547,0.002858,-0.116272,0.887037,-0.393398,-0.21186,-0.443863,1.443604,0.473043,0.000859,0.059303,-0.019593,0.045098,0.997028,-0.030183,0.054033,-0.204623,0.00168,0.012095,-0.207878,0.005927,0.978062,0.02844,0.050274,0.190455,0.00088,-0.045764,-0.019718,0.242898,-0.968771,-0.430984,1.072222,-0.365578,0.00071
229,7.633333,0.004905,-0.097375,-0.044545,-0.994238,-0.011301,1.675554,-0.018515,0.000798,0.044667,0.076009,0.107566,-0.990281,0.129745,1.309863,-0.005485,0.001351,-0.140228,0.883044,-0.392944,-0.214858,-0.438749,1.424655,0.486675,0.000846,0.059376,-0.019634,0.045113,0.997023,-0.03018,0.054037,-0.204623,0.001679,0.012094,-0.207892,0.005938,0.978059,0.028439,0.05027,0.190461,0.000876,-0.052304,-0.005278,0.252422,-0.966188,-0.429915,1.083728,-0.381967,0.000679
230,7.666667,0.003074,-0.09694,-0.04221,-0.99439,-0.010883,1.67578,-0.017519,0.000835,0.044359,0.071263,0.105775,-0.990841,0.128478,1.309815,-0.005086,0.001344,-0.1609,0.878984,-0.394536,-0.214103,-0.433495,1.405419,0.499009,0.001086,0.059282,-0.019659,0.045082,0.997029,-0.030182,0.054033,-0.204619,0.001675,0.012167,-0.207917,0.005959,0.978053,0.028432,0.050269,0.190467,0.000881,-0.060112,0.01105,0.263749,-0.962653,-0.428928,1.097044,-0.397941,0.000713
231,7.7,0.002453,-0.096162,-0.039487,-0.994579,-0.010396,1.676023,-0.016748,0.000834,0.04387,0.066229,0.103847,-0.991416,0.127113,1.309792,-0.004643,0.001348,-0.177587,0.876501,-0.394683,-0.210795,-0.428464,1.38533,0.509637,0.001161,0.059055,-0.019777,0.045201,0.997035,-0.030162,0.054057,-0.20462,0.001662,0.012177,-0.207969,0.005967,0.978041,0.028432,0.050264,0.190467,0.000879,-0.068864,0.02383,0.27629,-0.958308,-0.428447,1.112195,-0.413029,0.000572
232,7.733333,0.001271,-0.095126,-0.037396,-0.994762,-0.009981,1.676177,-0.016057,0.000806,0.044009,0.060914,0.102014,-0.99194,0.125758,1.309733,-0.004122,0.00133,-0.201264,0.871224,-0.393419,-0.213736,-0.424015,1.364609,0.518252,0.001057,0.05932,-0.019735,0.045061,0.997026,-0.030175,0.054036,-0.204625,0.001673,0.012246,-0.207945,0.00573,0.978047,0.028399,0.050292,0.190486,0.000859,-0.077068,0.034744,0.288582,-0.953716,-0.428217,1.129308,-0.427308,0.000545
233,7.766667,-0.001263,-0.094393,-0.035751,-0.994892,-0.009644,1.676427,-0.015495,0.000815,0.044677,0.055392,0.100341,-0.992405,0.124395,1.309671,-0.003481,0.001313,-0.223012,0.864993,-0.396458,-0.211832,-0.420046,1.343393,0.524417,0.001087,0.05928,-0.019786,0.045061,0.997028,-0.030169,0.054038,-0.204629,0.001668,0.01254,-0.207992,0.005818,0.978033,0.028406,0.050316,0.190484,0.000861,-0.085801,0.046666,0.305273,-0.947243,-0.428573,1.148192,-0.44028,0.000624
234,7.8,-0.000625,-0.092546,-0.034712,-0.995103,-0.0094,1.676454,-0.015136,0.000792,0.046067,0.049461,0.098358,-0.992853,0.122886,1.309454,-0.002867,0.001302,-0.241707,0.860178,-0.398281,-0.207472,-0.41654,1.320963,0.527824,0.001063,0.059234,-0.019825,0.045071,0.997029,-0.03017,0.054039,-0.204621,0.001667,0.012867,-0.208041,0.006124,0.978016,0.028441,0.050298,0.190461,0.000843,-0.098832,0.056899,0.32136,-0.940065,-0.429329,1.169399,-0.451678,0.000617
235,7.833333,-0.000946,-0.09137,-0.035142,-0.995196,-0.009614,1.676453,-0.015019,0.000759,0.047893,0.043685,0.096903,-0.993181,0.121941,1.309222,-0.002268,0.001273,-0.262201,0.85319,-0.404418,-0.199407,-0.413734,1.297331,0.527857,0.001099,0.058979,-0.019981,0.045112,0.997039,-0.030155,0.05405,-0.204616,0.001649,0.012473,-0.208072,0.005953,0.978016,0.028417,0.050254,0.190478,0.000881,-0.10617,0.070245,0.3441,-0.930263,-0.430563,1.192596,-0.461712,0.000547
236,7.866667,-0.000788,-0.090524,-0.037122,-0.995202,-0.010259,1.676351,-0.015015,0.000797,0.030241,-0.061152,0.068551,-0.995312,0.102779,1.311289,0.007137,0.001899,-0.27759,0.847699,-0.413152,-0.183453,-0.411935,1.273391,0.524561,0.001082,0.05897,-0.020024,0.045122,0.997038,-0.030151,0.054062,-0.204625,0.001646,0.012693,-0.208167,0.006032,0.977992,0.028424,0.050272,0.19049,0.000882,-0.112675,0.073052,0.362932,-0.922089,-0.432417,1.21701,-0.469798,0.000708
237,7.9,-0.001152,-0.090367,-0.038348,-0.995169,-0.010832,1.676287,-0.015118,0.000795,0.030983,-0.060832,0.067144,-0.995405,0.103303,1.311151,0.007235,0.001963,-0.29175,0.843082,-0.421149,-0.163484,-0.410297,1.248993,0.51901,0.001277,0.059001,-0.020099,0.045084,0.997037,-0.030145,0.054057,-0.204613,0.001642,0.012989,-0.208008,0.006176,0.978021,0.028421,0.05026,0.190476,0.000917,-0.126267,0.076369,0.382221,-0.912212,-0.434568,1.242966,-0.47616,0.000832
238,7.933333,-0.000571,-0.090149,-0.038465,-0.995185,-0.01119,1.676227,-0.015367,0.000789,0.031849,-0.06123,0.067135,-0.995354,0.103562,1.311048,0.00719,0.001982,-0.311057,0.834794,-0.429984,-0.14655,-0.408925,1.223929,0.511456,0.001254,0.059034,-0.02009,0.045072,0.997036,-0.030148,0.054058,-0.204607,0.001641,0.012869,-0.208227,0.005922,0.977978,0.028434,0.050258,0.190508,0.000884,-0.135425,0.080014,0.402709,-0.901712,-0.436392,1.269742,-0.481227,0.000739
239,7.966667,-0.000161,-0.089767,-0.038255,-0.995228,-0.01144,1.6762,-0.01567,0.000783,0.031946,-0.060284,0.066333,-0.995462,0.103594,1.310915,0.006955,0.002036,-0.328158,0.826082,-0.440585,-0.12564,-0.407132,1.198381,0.502655,0.001298,0.059103,-0.020062,0.045082,0.997032,-0.030151,0.054059,-0.204596,0.001644,0.013636,-0.20799,0.005978,0.978018,0.028435,0.050326,0.190504,0.000845,-0.144382,0.08042,0.422274,-0.891275,-0.438125,1.297323,-0.48484,0.000784
240,8,-0.00068,-0.089761,-0.039835,-0.995166,-0.011873,1.676151,-0.015865,0.00077,0.032061,-0.059578,0.066178,-0.995511,0.103514,1.310805,0.006718,0.002035,-0.346112,0.821073,-0.440939,-0.107786,-0.404359,1.171779,0.492266,0.001366,0.059152,-0.020114,0.045008,0.997031,-0.030145,0.054064,-0.204603,0.00164,0.013388,-0.208106,0.005898,0.977997,0.028443,0.050291,0.190518,0.000893,-0.156486,0.0788,0.440839,-0.88032,-0.439433,1.325728,-0.486775,0.000883
241,8.033333,-0.001242,-0.089946,-0.041332,-0.995088,-0.012278,1.676128,-0.016161,0.000771,0.032471,-0.058926,0.065854,-0.995559,0.103463,1.310802,0.006615,0.002156,-0.367672,0.80446,-0.460077,-0.077397,-0.401878,1.144737,0.479424,0.001312,0.05918,-0.020075,0.045041,0.997029,-0.030143,0.054067,-0.204607,0.001643,0.012961,-0.208213,0.005769,0.977981,0.028469,0.050251,0.190536,0.000874,-0.163387,0.078483,0.463237,-0.8675,-0.440264,1.354563,-0.487028,0.000729
242,8.066667,-0.000998,-0.090287,-0.041107,-0.995067,-0.012446,1.676119,-0.016576,0.000779,0.03252,-0.058245,0.065038,-0.995651,0.103275,1.310817,0.006335,0.002222,-0.385954,0.780719,-0.489627,-0.042217,-0.399028,1.118933,0.464438,0.001203,0.059516,-0.019997,0.044877,0.997018,-0.030159,0.054047,-0.204612,0.001658,0.012923,-0.208213,0.005709,0.977982,0.028468,0.050248,0.190538,0.000878,-0.168985,0.072236,0.483189,-0.856011,-0.440701,1.383377,-0.485493,0.000762
243,8.1,-0.000603,-0.090642,-0.041259,-0.995028,-0.012679,1.676108,-0.017054,0.000764,0.0326,-0.057603,0.063508,-0.995784,0.102921,1.31087,0.006113,0.002273,-0.39801,0.768412,-0.500989,-0.011848,-0.395406,1.094199,0.448596,0.001297,0.059208,-0.02011,0.04499,0.997029,-0.030141,0.054064,-0.204602,0.001642,0.013343,-0.20813,0.005844,0.977993,0.028452,0.050289,0.190529,0.000885,-0.175964,0.067317,0.505425,-0.842052,-0.440407,1.411807,-0.482175,0.0007
244,8.133333,0.00018,-0.090484,-0.040846,-0.99506,-0.012811,1.676094,-0.017628,0.000778,0.032149,-0.056967,0.061689,-0.99595,0.102826,1.310791,0.005822,0.00233,-0.409084,0.754788,-0.512465,0.018018,-0.391751,1.071092,0.431462,0.001243,0.059452,-0.02,0.044829,0.997023,-0.030156,0.054042,-0.204614,0.001653,0.013619,-0.208014,0.005617,0.978015,0.028445,0.050328,0.190529,0.000826,-0.17783,0.062918,0.528002,-0.828029,-0.439859,1.438785,-0.477341,0.000701
245,8.166667,0.00126,-0.089964,-0.040799,-0.995108,-0.012952,1.676053,-0.018121,0.000781,0.054632,-0.025629,0.077051,-0.995199,0.107588,1.308945,-0.000726,0.001811,-0.417075,0.738086,-0.527793,0.052092,-0.388705,1.050317,0.413004,0.001368,0.059441,-0.019981,0.044832,0.997024,-0.030156,0.054039,-0.204617,0.001655,0.013186,-0.208163,0.005781,0.977988,0.028488,0.050269,0.190524,0.000835,-0.179323,0.060631,0.548244,-0.814614,-0.439071,1.463903,-0.471177,0.000765
246,8.2,0.001465,-0.089733,-0.040874,-0.995126,-0.013079,1.676021,-0.018424,0.000753,0.053205,-0.027708,0.076076,-0.995296,0.107278,1.30911,-0.000834,0.001781,-0.419106,0.730838,-0.532986,0.078442,-0.385889,1.031612,0.394152,0.001385,0.059439,-0.01994,0.044833,0.997025,-0.030156,0.054041,-0.204625,0.00166,0.012989,-0.208039,0.005655,0.978018,0.028464,0.050259,0.190525,0.000887,-0.17978,0.052125,0.565197,-0.803439,-0.438289,1.487245,-0.463599,0.000772
247,8.233333,0.002112,-0.089781,-0.041138,-0.995109,-0.013178,1.675953,-0.018591,0.000746,0.052013,-0.029332,0.075523,-0.995354,0.107191,1.309199,-0.000926,0.001727,-0.422234,0.721936,-0.538424,0.103087,-0.383607,1.014984,0.37453,0.001436,0.05939,-0.019896,0.044856,0.997028,-0.030158,0.054045,-0.204635,0.001662,0.012836,-0.207951,0.005386,0.97804,0.02845,0.050291,0.19053,0.000863,-0.182236,0.043029,0.581092,-0.792004,-0.437714,1.508422,-0.454737,0.000831
248,8.266667,0.001739,-0.089963,-0.041717,-0.99507,-0.013202,1.675878,-0.01861,0.000733,0.050736,-0.029952,0.075006,-0.995441,0.107255,1.309397,-0.001038,0.001676,-0.421947,0.711014,-0.547915,0.127313,-0.382829,1.001159,0.35402,0.001359,0.059336,-0.019813,0.04488,0.997032,-0.030161,0.054032,-0.204639,0.001665,0.012367,-0.20808,0.005572,0.978018,0.028495,0.050227,0.190525,0.000871,-0.186365,0.032008,0.592464,-0.78309,-0.437877,1.527196,-0.444247,0.000903
249,8.3,0.001232,-0.090607,-0.042121,-0.994995,-0.01306,1.675846,-0.018478,0.000741,0.049448,-0.029723,0.074026,-0.995586,0.107462,1.309518,-0.001109,0.001649,-0.418708,0.707438,-0.549459,0.149366,-0.382981,0.989585,0.332803,0.001349,0.059374,-0.019813,0.044872,0.99703,-0.030165,0.054034,-0.20464,0.001666,0.012297,-0.208072,0.005517,0.978021,0.028505,0.050232,0.19052,0.000868,-0.188787,0.019769,0.603151,-0.774711,-0.438587,1.543382,-0.432458,0.000883
250,8.333333,0.000486,-0.091336,-0.042331,-0.99492,-0.012743,1.675789,-0.018347,0.000772,0.05252,-0.042382,0.069631,-0.995287,0.10742,1.30956,-0.001232,0.001826,-0.412584,0.700417,-0.557003,0.17011,-0.384772,0.980793,0.310878,0.001304,0.059339,-0.019783,0.044834,0.997034,-0.030158,0.054033,-0.204653,0.001664,0.012218,-0.208005,0.005254,0.978037,0.028484,0.05025,0.190529,0.000849,-0.190715,0.006015,0.611604,-0.76781,-0.440129,1.556862,-0.419403,0.000871
251,8.366667,-0.000172,-0.091942,-0.042883,-0.994841,-0.012297,1.675757,-0.018307,0.000783,0.050851,-0.039101,0.068858,-0.995562,0.107948,1.309729,-0.001415,0.001903,-0.404022,0.697863,-0.560575,0.188438,-0.388013,0.9749,0.288537,0.001252,0.059274,-0.01981,0.044751,0.997041,-0.030153,0.05403,-0.204665,0.001661,0.0126,-0.207904,0.005294,0.978054,0.028474,0.050291,0.190515,0.000862,-0.192448,-0.00795,0.617981,-0.762234,-0.442404,1.567691,-0.405271,0.000952
252,8.4,-0.000734,-0.092293,-0.043251,-0.994792,-0.011678,1.675707,-0.018529,0.000783,0.049048,-0.032227,0.069098,-0.995882,0.109099,1.310112,-0.001747,0.002054,-0.395159,0.696971,-0.56245,0.204282,-0.392449,0.971603,0.266059,0.001278,0.059224,-0.019813,0.044759,0.997044,-0.030145,0.054032,-0.204668,0.001662,0.01219,-0.208087,0.005498,0.978019,0.028506,0.050225,0.190515,0.000863,-0.190871,-0.02108,0.624326,-0.757192,-0.445459,1.575974,-0.390277,0.000967
253,8.433333,-0.001553,-0.09246,-0.043734,-0.994754,-0.010877,1.675663,-0.018922,0.000753,0.048603,-0.026413,0.068704,-0.996102,0.109779,1.310471,-0.001906,0.002077,-0.383106,0.701567,-0.559806,0.218291,-0.398408,0.971363,0.243484,0.00122,0.059066,-0.019891,0.04464,0.997057,-0.030131,0.054026,-0.204682,0.001653,0.01223,-0.20808,0.005258,0.978021,0.028481,0.050254,0.190528,0.000844,-0.188457,-0.035704,0.629457,-0.752989,-0.449147,1.581789,-0.374285,0.000994
254,8.466667,-0.002588,-0.092329,-0.044079,-0.994749,-0.009976,1.67562,-0.019536,0.000795,0.048875,-0.019045,0.069201,-0.996223,0.110548,1.31101,-0.002043,0.002339,-0.371672,0.705834,-0.55841,0.227677,-0.405465,0.973723,0.221083,0.001329,0.059069,-0.019924,0.04461,0.997058,-0.030125,0.054023,-0.204688,0.00165,0.012257,-0.20816,0.005556,0.978002,0.028498,0.050226,0.190515,0.000868,-0.183239,-0.051573,0.633447,-0.750006,-0.453375,1.585038,-0.357287,0.001006
255,8.5,-0.002727,-0.091886,-0.044776,-0.994759,-0.009044,1.675517,-0.020369,0.000786,0.049077,-0.01021,0.069515,-0.996321,0.111643,1.311578,-0.002382,0.002533,-0.355496,0.707855,-0.560835,0.24089,-0.413952,0.979041,0.198347,0.001274,0.059103,-0.019985,0.044574,0.997056,-0.030115,0.054026,-0.204696,0.001646,0.012272,-0.208159,0.005338,0.978004,0.028468,0.050252,0.190529,0.00085,-0.178779,-0.067734,0.634113,-0.749234,-0.458276,1.585549,-0.339159,0.000936
256,8.533333,-0.006573,-0.091402,-0.045278,-0.994763,-0.008228,1.67554,-0.0215,0.000744,-0.002197,-0.086357,0.068274,-0.99392,0.112161,1.309401,0.000767,0.003285,-0.336106,0.711616,-0.56226,0.253966,-0.423086,0.987322,0.175753,0.001161,0.059001,-0.020054,0.044469,0.997065,-0.030103,0.054018,-0.204702,0.001638,0.012657,-0.20813,0.005653,0.978003,0.028472,0.050257,0.190513,0.000882,-0.182687,-0.087512,0.631535,-0.748419,-0.463936,1.58349,-0.320032,0.000728
257,8.566667,-0.003641,-0.089649,-0.045125,-0.994944,-0.007107,1.675276,-0.022629,0.00078,0.001852,-0.086441,0.068123,-0.993924,0.113201,1.310629,0.001247,0.003413,-0.320939,0.715729,-0.565963,0.253801,-0.43287,0.998721,0.153371,0.001121,0.05895,-0.020084,0.044416,0.99707,-0.030097,0.054013,-0.204709,0.001636,0.012822,-0.208047,0.005396,0.97802,0.028439,0.050288,0.190516,0.000861,-0.179406,-0.105382,0.629746,-0.748417,-0.470247,1.578835,-0.300589,0.000796
258,8.6,-0.002276,-0.089513,-0.04484,-0.994973,-0.006023,1.675162,-0.024033,0.000769,0.024615,-0.023389,0.046499,-0.998341,0.104932,1.315789,0.006548,0.002231,-0.299649,0.72149,-0.568359,0.258129,-0.443145,1.013421,0.131862,0.001034,0.058859,-0.020148,0.044316,0.997079,-0.030081,0.054009,-0.204723,0.001631,0.012745,-0.208169,0.00572,0.977993,0.02846,0.05025,0.190515,0.000887,-0.17042,-0.121663,0.62781,-0.749674,-0.476704,1.572027,-0.281615,0.000903
259,8.633333,-0.00206,-0.089783,-0.044597,-0.99496,-0.005034,1.675123,-0.02529,0.000715,0.026839,-0.022737,0.047217,-0.998265,0.105379,1.316282,0.006758,0.002002,-0.27381,0.726192,-0.57247,0.264481,-0.45386,1.03116,0.111321,0.000826,0.058892,-0.020132,0.044292,0.997078,-0.030079,0.054006,-0.20473,0.001634,0.012835,-0.208161,0.005624,0.977994,0.028443,0.050305,0.190535,0.000875,-0.161463,-0.136165,0.626165,-0.750538,-0.483123,1.563042,-0.263288,0.00091
