,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,Head,Head,Head,Head,Head,Head,Head,Torso,Torso,Torso,Torso,Torso,Torso,Torso,RArm,RArm,RArm,RArm,RArm,RArm,RArm,LArm,LArm,LArm,LArm,LArm,LArm,LArm
,,7A3B180DF43411E8D75CBFEB17344583,7A3B180DF43411E8D75CBFEB17344583,7A3B180DF43411E8D75CBFEB17344583,7A3B180DF43411E8D75CBFEB17344583,7A3B180DF43411E8D75CBFEB17344583,7A3B180DF43411E8D75CBFEB17344583,7A3B180DF43411E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,A8373E89F43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,B0F2825EF43611E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583,56CC2419F43711E8D75CBFEB17344583
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
45,1.5,-0.530895,-0.012039,0.559199,-0.636633,-0.058833,1.747462,-0.005632,0.003478,0.650775,0.010995,-0.759183,-0.045074,1.199365,0.033133,0.212164,-0.399892,0.603652,0.656261,-0.503916,1.144398,-0.267404,0.260184,0.551782,0.232272,-0.757556,-0.493741,1.120308,0.299814
46,1.533333,-0.531074,-0.013768,0.559723,-0.635989,-0.058044,1.747647,-0.005252,0.003528,0.650689,0.01132,-0.759251,-0.04482,1.199469,0.033382,0.21101,-0.405384,0.586813,0.668423,-0.515159,1.166068,-0.268278,0.276298,0.540152,0.265647,-0.749218,-0.50584,1.14326,0.30049
47,1.566667,-0.531345,-0.014737,0.559324,-0.636091,-0.05714,1.747745,-0.00508,0.003123,0.65051,0.011555,-0.759404,-0.04472,1.199488,0.033722,0.210089,-0.411005,0.569528,0.680129,-0.525492,1.188275,-0.268537,0.289214,0.532502,0.290322,-0.740615,-0.517281,1.167515,0.300687
48,1.6,-0.531871,-0.014588,0.558393,-0.636473,-0.056186,1.74772,-0.005089,0.003787,0.650531,0.012414,-0.759369,-0.044419,1.199695,0.033866,0.21084,-0.416306,0.550911,0.691905,-0.535026,1.210954,-0.268094,0.3022,0.526441,0.314966,-0.72961,-0.528447,1.193139,0.300874
49,1.633333,-0.532412,-0.0141,0.557076,-0.637185,-0.055148,1.747672,-0.005152,0.003869,0.650764,0.012376,-0.759169,-0.044394,1.199669,0.033799,0.213869,-0.422297,0.530132,0.703481,-0.543837,1.234122,-0.267126,0.313377,0.522079,0.33515,-0.718959,-0.538779,1.219615,0.300886
50,1.666667,-0.532573,-0.012944,0.555905,-0.638097,-0.054038,1.747626,-0.005254,0.00395,0.650847,0.012807,-0.759091,-0.044255,1.199735,0.033898,0.21667,-0.426727,0.51017,0.714622,-0.551522,1.257427,-0.265435,0.333478,0.513175,0.358013,-0.705174,-0.548644,1.247527,0.301223
51,1.7,-0.532759,-0.012062,0.554987,-0.638758,-0.052813,1.747558,-0.005341,0.004047,0.651069,0.013161,-0.758893,-0.044141,1.199787,0.033912,0.219425,-0.431336,0.490174,0.724935,-0.558234,1.280805,-0.262941,0.348931,0.503749,0.378987,-0.693436,-0.557121,1.275892,0.301793
52,1.733333,-0.533365,-0.010848,0.554285,-0.638884,-0.051585,1.747519,-0.005418,0.004124,0.651216,0.013428,-0.758762,-0.044176,1.199793,0.033947,0.224272,-0.43551,0.470023,0.734242,-0.563784,1.304165,-0.259955,0.365696,0.492746,0.396464,-0.68285,-0.564152,1.30368,0.302161
53,1.766667,-0.533386,-0.010007,0.553833,-0.639272,-0.050292,1.747503,-0.005578,0.004126,0.651524,0.013572,-0.758496,-0.04438,1.199836,0.03403,0.2283,-0.44089,0.450326,0.742093,-0.568243,1.326799,-0.256476,0.37893,0.483722,0.411165,-0.673326,-0.569613,1.33009,0.302162
54,1.8,-0.533524,-0.009188,0.553844,-0.639159,-0.049007,1.747484,-0.005828,0.004096,0.651849,0.013627,-0.758215,-0.04471,1.199915,0.034191,0.241274,-0.439786,0.432735,0.749076,-0.571993,1.349146,-0.253421,0.387102,0.476071,0.422771,-0.666913,-0.573663,1.354413,0.301511
