Head;Head;Head;Head;Head;Head;;;;;;;;;;;;;;;;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
-0.016049;0.654722;-0.049436;0.059742;1767475;-0.016963;0.009269;0.691192;0.010880;0.054787;1216315;0.017417;0.200073;0.583113;-0.464090;-0.227047;1571283;-0.622197;0.243471;-0.701740;-0.548315;-0.205998;1547068;0.672767
-0.011933;0.654450;-0.047221;0.059912;1767441;-0.017400;0.008239;0.690190;0.010316;0.054258;1216468;0.017478;0.208257;0.592858;-0.459064;-0.214726;1572082;-0.629319;0.235278;-0.694968;-0.552050;-0.194491;1547278;0.678220
-0.008366;0.653922;-0.043829;0.060263;1767422;-0.017657;0.007173;0.689092;0.009758;0.053714;1216636;0.017539;0.210851;0.602913;-0.457756;-0.202633;1573438;-0.636203;0.227711;-0.690212;-0.554373;-0.182840;1547991;0.684187
-0.005251;0.653439;-0.041222;0.060470;1767514;-0.017724;0.006047;0.688092;0.009270;0.053118;1216721;0.017687;0.216137;0.612490;-0.453793;-0.190428;1575174;-0.642929;0.215591;-0.683725;-0.558909;-0.171467;1549043;0.689807
-0.002714;0.652739;-0.038197;0.060541;1767542;-0.017683;0.003462;0.687202;0.009707;0.052309;1216394;0.018739;0.224256;0.619504;-0.449330;-0.178211;1577040;-0.649283;0.211029;-0.680460;-0.560296;-0.160263;1550235;0.695157
-0.001006;0.651712;-0.035579;0.060433;1767646;-0.017529;0.003347;0.686796;0.009416;0.051964;1216439;0.018631;0.233005;0.625284;-0.444527;-0.166355;1578825;-0.655051;0.200026;-0.675137;-0.564516;-0.149396;1551417;0.699935
0.000342;0.650645;-0.033501;0.060105;1767770;-0.017402;0.003261;0.686504;0.009255;0.051626;1216496;0.018505;0.241319;0.629842;-0.440298;-0.155036;1580328;-0.660287;0.188617;-0.670551;-0.568035;-0.139202;1552600;0.704285
0.001430;0.649855;-0.031601;0.059775;1767851;-0.017251;0.003139;0.686419;0.009093;0.051238;1216534;0.018396;0.247467;0.635815;-0.437270;-0.144346;1581644;-0.664916;0.180251;-0.666727;-0.569748;-0.129637;1553779;0.708095
0.002640;0.649149;-0.029607;0.059376;1767951;-0.017110;0.003059;0.686602;0.008964;0.050872;1216536;0.018273;0.253340;0.641397;-0.433200;-0.134017;1582804;-0.669100;0.172715;-0.662431;-0.572591;-0.120499;1554860;0.711353
0.003766;0.648606;-0.028192;0.058969;1768041;-0.017074;0.003016;0.686897;0.008831;0.050507;1216557;0.018110;0.258441;0.646215;-0.430717;-0.124178;1583681;-0.672786;0.170061;-0.659046;-0.574778;-0.111721;1555566;0.714251
0.004711;0.647759;-0.027139;0.058567;1768206;-0.017143;0.002972;0.687278;0.008750;0.050109;1216580;0.017959;0.262320;0.651227;-0.428742;-0.114801;1584304;-0.676165;0.166880;-0.655025;-0.576251;-0.103384;1555756;0.717160
0.006346;0.647365;-0.025729;0.058316;1768301;-0.017233;0.002903;0.687796;0.008793;0.049713;1216632;0.017868;0.266654;0.656026;-0.426569;-0.105571;1584673;-0.679330;0.162294;-0.650465;-0.573357;-0.094736;1555820;0.719982
0.008113;0.647522;-0.024177;0.058149;1768383;-0.017236;0.002863;0.688253;0.008724;0.049396;1216658;0.017763;0.271302;0.660828;-0.424345;-0.096432;1585038;-0.682406;0.162869;-0.644983;-0.576023;-0.086165;1555785;0.722825
0.008995;0.647818;-0.022278;0.057833;1768486;-0.017025;0.002754;0.688583;0.008524;0.049072;1216711;0.017668;0.277047;0.664598;-0.421827;-0.087201;1585450;-0.685340;0.155907;-0.640422;-0.574679;-0.076988;1556327;0.725368
0.009487;0.648161;-0.020687;0.057294;1768545;-0.016768;0.002430;0.688677;0.008208;0.048594;1216811;0.017642;0.284423;0.667921;-0.417435;-0.077778;1585963;-0.688180;0.151198;-0.636430;-0.575681;-0.067832;1557197;0.727762
0.009460;0.648508;-0.020031;0.056517;1768601;-0.016587;0.002305;0.688609;0.007991;0.048187;1216893;0.017614;0.294695;0.667734;-0.413111;-0.068256;1586277;-0.690882;0.146116;-0.632063;-0.579374;-0.058610;1558177;0.729895
0.009174;0.648500;-0.019897;0.055510;1768692;-0.016473;0.016463;0.690028;0.011240;0.052385;1214312;0.015176;0.303504;0.671608;-0.407314;-0.059040;1586505;-0.693299;0.141865;-0.627794;-0.583127;-0.049651;1559225;0.731720
0.009228;0.648206;-0.020207;0.054300;1768722;-0.016551;0.016314;0.689718;0.010716;0.051984;1214526;0.015081;0.310326;0.673573;-0.403933;-0.050300;1586782;-0.695433;0.135677;-0.623671;-0.585329;-0.041116;1560543;0.733138
0.009249;0.647679;-0.020593;0.052949;1768713;-0.016818;0.016075;0.689413;0.010200;0.051606;1214772;0.015040;0.316426;0.675867;-0.399985;-0.041953;1587034;-0.697284;0.132818;-0.620989;-0.586539;-0.032485;1561960;0.734344
0.009497;0.646415;-0.021468;0.051543;1768633;-0.017318;0.015775;0.689190;0.009747;0.051266;1215029;0.015025;0.319233;0.679663;-0.397783;-0.034341;1587418;-0.698823;0.118717;-0.616551;-0.590430;-0.024023;1563112;0.735312
0.009432;0.644807;-0.022299;0.050017;1768514;-0.018044;0.017075;0.689488;0.009510;0.051273;1215999;0.014806;0.320571;0.683367;-0.396469;-0.027408;1587734;-0.700020;0.110076;-0.613737;-0.594832;-0.015751;1563720;0.736241
0.009933;0.643126;-0.023740;0.048581;1768404;-0.018821;0.007074;0.687392;0.008718;0.048808;1216448;0.016573;0.322309;0.687052;-0.394934;-0.021128;1588033;-0.701155;0.103118;-0.609768;-0.598330;-0.007969;1563848;0.736958
0.010493;0.641818;-0.024530;0.047198;1768328;-0.019520;0.007340;0.687322;0.008414;0.048775;1216531;0.016479;0.323169;0.690259;-0.393932;-0.015358;1588318;-0.702228;0.098909;-0.606298;-0.598367;-0.000881;1563943;0.737789
0.010747;0.640857;-0.025678;0.045835;1768285;-0.020044;0.007291;0.687277;0.007882;0.048569;1216562;0.016361;0.325589;0.692766;-0.391780;-0.010064;1588397;-0.703364;0.092960;-0.602724;-0.599898;0.005519;1563746;0.738356
0.010283;0.640578;-0.026786;0.044542;1768295;-0.020335;0.007012;0.687241;0.007400;0.048282;1216597;0.016310;0.326926;0.694787;-0.391469;-0.005558;1588292;-0.704343;0.086641;-0.600003;-0.602594;0.011151;1563122;0.738814
0.009399;0.640389;-0.027789;0.043344;1768319;-0.020475;0.006913;0.687035;0.007153;0.048144;1216645;0.016228;0.327851;0.696668;-0.391253;-0.001855;1588107;-0.705153;0.083574;-0.596916;-0.604342;0.015745;1562084;0.739343
0.009052;0.640191;-0.028523;0.042380;1768318;-0.020578;0.012820;0.687200;0.007161;0.049641;1217110;0.014654;0.329027;0.697457;-0.391119;0.001235;1587732;-0.705758;0.082020;-0.593601;-0.604746;0.019473;1560811;0.739908
0.008738;0.640404;-0.028996;0.041613;1768318;-0.020620;0.012245;0.686850;0.007108;0.049560;1217122;0.014619;0.330954;0.697524;-0.390743;0.003795;1587040;-0.706212;0.080717;-0.590756;-0.605651;0.022524;1559252;0.740404
0.008339;0.640760;-0.029337;0.041040;1768299;-0.020470;0.011878;0.686513;0.007188;0.049414;1217120;0.014547;0.345633;0.699941;-0.378342;0.005326;1585855;-0.706320;0.079734;-0.588314;-0.606836;0.024967;1557498;0.740922
0.007867;0.641084;-0.029266;0.040658;1768217;-0.020175;0.010509;0.686461;0.006997;0.049041;1216599;0.014659;0.349089;0.699488;-0.377256;0.007050;1584642;-0.706730;0.078604;-0.586865;-0.607851;0.026928;1555447;0.741422
0.007415;0.641485;-0.029109;0.040433;1768129;-0.019765;0.010046;0.686559;0.006895;0.048962;1216567;0.014492;0.353414;0.697121;-0.376402;0.008681;1583050;-0.707042;0.078088;-0.584817;-0.608918;0.028679;1553059;0.741772
0.007088;0.641640;-0.028048;0.040372;1768130;-0.019251;0.009423;0.686717;0.006771;0.048874;1216598;0.014331;0.355419;0.696012;-0.377321;0.010341;1581445;-0.707461;0.078244;-0.582529;-0.609957;0.030291;1550314;0.742315
0.007077;0.641670;-0.026624;0.040353;1768131;-0.018777;0.008774;0.686874;0.006604;0.048739;1216635;0.014188;0.356911;0.696964;-0.377456;0.012295;1580096;-0.707914;0.081529;-0.578467;-0.611155;0.032112;1547643;0.743017
0.006960;0.641537;-0.025227;0.040245;1768142;-0.018274;0.008164;0.686978;0.006422;0.048584;1216673;0.014106;0.360115;0.689828;-0.383095;0.013982;1578930;-0.708135;0.082191;-0.575729;-0.612567;0.034082;1544974;0.743626
0.006953;0.641537;-0.024169;0.040059;1768145;-0.017821;0.007720;0.686996;0.006244;0.048459;1216675;0.014031;0.360240;0.691429;-0.383071;0.015896;1578412;-0.708415;0.080726;-0.572537;-0.615253;0.036302;1542493;0.744236
0.006647;0.641809;-0.023837;0.039693;1768154;-0.017390;0.007408;0.687064;0.006074;0.048338;1216665;0.013961;0.359820;0.700649;-0.376463;0.018039;1578370;-0.708775;0.078367;-0.569665;-0.617750;0.038333;1540147;0.744805
0.005570;0.642129;-0.023942;0.039122;1768187;-0.016999;0.007237;0.687174;0.006014;0.048243;1216672;0.013922;0.360437;0.702081;-0.375814;0.019449;1578346;-0.708892;0.077710;-0.567177;-0.619213;0.039780;1538056;0.745303
0.004658;0.642393;-0.024573;0.038489;1768188;-0.016685;0.007178;0.687278;0.006063;0.048169;1216672;0.013922;0.359928;0.702793;-0.376360;0.020510;1578433;-0.708889;0.077304;-0.564764;-0.620685;0.040497;1536276;0.745579
0.003693;0.642299;-0.025315;0.037892;1768181;-0.016427;0.007247;0.687447;0.006120;0.048103;1216629;0.013934;0.362411;0.694309;-0.381212;0.020810;1578258;-0.708625;0.077364;-0.564019;-0.620955;0.040704;1534620;0.745765
0.002686;0.641882;-0.026095;0.037357;1768163;-0.016225;0.007429;0.687606;0.006155;0.048045;1216564;0.013930;0.360497;0.703410;-0.374962;0.021447;1578157;-0.708881;0.079728;-0.563766;-0.620738;0.040067;1532614;0.745914
0.001870;0.641445;-0.026829;0.037031;1768181;-0.016061;0.007662;0.687759;0.006229;0.047989;1216519;0.013981;0.360456;0.702966;-0.375903;0.021247;1577438;-0.709035;0.082894;-0.562920;-0.619462;0.038886;1530447;0.746096
0.001159;0.641307;-0.027142;0.036948;1768227;-0.015878;0.008008;0.687937;0.006327;0.047949;1216506;0.014025;0.362736;0.694131;-0.382281;0.020300;1576287;-0.709017;0.086619;-0.561901;-0.619143;0.037786;1528240;0.746355
0.000567;0.641347;-0.026919;0.037113;1768251;-0.015701;0.008355;0.688143;0.006459;0.047914;1216488;0.014075;0.361613;0.701633;-0.377262;0.019848;1575374;-0.709405;0.088055;-0.560915;-0.621073;0.036709;1526113;0.746689
0.000306;0.641309;-0.026283;0.037517;1768219;-0.015584;0.008712;0.688271;0.006632;0.047882;1216438;0.014129;0.360046;0.701247;-0.379667;0.018256;1574455;-0.709574;0.089448;-0.559991;-0.621114;0.035125;1524346;0.746939
0.000765;0.641204;-0.025702;0.038122;1768154;-0.015664;0.008980;0.688333;0.006861;0.047872;1216425;0.014182;0.359397;0.692245;-0.388149;0.015588;1573693;-0.709337;0.092221;-0.560125;-0.621588;0.032948;1523040;0.747154
0.001401;0.641072;-0.025881;0.038798;1768052;-0.015922;0.010102;0.688451;0.007394;0.048228;1216831;0.014081;0.356459;0.693509;-0.389331;0.012618;1573790;-0.709232;0.107398;-0.561765;-0.619204;0.030378;1522827;0.747388
0.001559;0.641285;-0.026455;0.039532;1767985;-0.016244;0.010551;0.688524;0.007907;0.048340;1216767;0.014146;0.352988;0.698144;-0.386879;0.008971;1575018;-0.708923;0.097212;-0.560762;-0.623107;0.026066;1523184;0.747343
0.001959;0.641680;-0.027227;0.040483;1767931;-0.016569;0.011037;0.688423;0.008487;0.048479;1216708;0.014198;0.349237;0.696589;-0.387759;0.003893;1577620;-0.707861;0.104552;-0.564879;-0.621111;0.021238;1525621;0.746955
0.002509;0.641862;-0.027369;0.041583;1767839;-0.016845;0.011381;0.688515;0.008920;0.048723;1216634;0.014251;0.345766;0.694183;-0.386814;-0.002137;1581791;-0.706179;0.107709;-0.570815;-0.619578;0.015325;1529509;0.746098
0.003365;0.642181;-0.027113;0.042812;1767771;-0.017099;0.011844;0.688348;0.009525;0.048904;1216515;0.014283;0.341965;0.690502;-0.384434;-0.008675;1587336;-0.703911;0.102370;-0.577319;-0.619545;0.008555;1534540;0.744623
0.003849;0.642526;-0.026832;0.044025;1767730;-0.017326;0.005778;0.688126;0.009067;0.047239;1216037;0.015732;0.328791;0.685079;-0.388971;-0.015243;1594029;-0.701423;0.102067;-0.586823;-0.616064;0.001217;1540330;0.742678
0.004351;0.643004;-0.026817;0.045174;1767692;-0.017588;0.006008;0.688292;0.009286;0.047385;1215983;0.015784;0.327190;0.681196;-0.382831;-0.022434;1600989;-0.698376;0.104070;-0.595886;-0.611838;-0.006339;1546755;0.740706
0.004677;0.643456;-0.027085;0.046209;1767657;-0.017806;0.006198;0.688490;0.009340;0.047459;1215918;0.015793;0.325474;0.676429;-0.376899;-0.029837;1608092;-0.695184;0.103697;-0.604426;-0.609232;-0.013824;1553685;0.738475
0.004665;0.643684;-0.027729;0.047155;1767646;-0.017972;0.006185;0.688688;0.009260;0.047425;1215906;0.015819;0.324777;0.671412;-0.370887;-0.037302;1615668;-0.691851;0.118712;-0.615514;-0.605647;-0.020483;1561318;0.736147
0.004335;0.643552;-0.028061;0.048039;1767624;-0.018012;0.009293;0.689563;0.009277;0.047865;1215029;0.015463;0.321724;0.667886;-0.365735;-0.044895;1623994;-0.688268;0.096919;-0.622078;-0.608980;-0.028472;1569728;0.733132
0.003769;0.643294;-0.028523;0.048951;1767574;-0.017956;0.009356;0.689348;0.009286;0.047788;1214874;0.015462;0.317390;0.663701;-0.362994;-0.052557;1633013;-0.684418;0.096282;-0.632139;-0.612491;-0.036167;1578970;0.730130
0.002616;0.642721;-0.029716;0.049857;1767601;-0.017834;0.009689;0.688831;0.009488;0.047883;1214774;0.015456;0.315676;0.659077;-0.359468;-0.060458;1642424;-0.680598;0.090398;-0.640388;-0.615118;-0.044259;1589551;0.726902
0.000848;0.641853;-0.031012;0.050955;1767697;-0.017658;0.016539;0.688621;0.012497;0.050602;1213802;0.014476;0.311720;0.656923;-0.356518;-0.068864;1652603;-0.676265;0.082427;-0.650328;-0.614661;-0.053084;1601364;0.722669
-0.000679;0.640940;-0.031507;0.052294;1767773;-0.017531;0.017026;0.687586;0.014154;0.050948;1213130;0.014690;0.305062;0.655174;-0.352866;-0.077831;1663753;-0.670881;0.073578;-0.662531;-0.613844;-0.062760;1613695;0.717465
-0.001515;0.639621;-0.031670;0.053795;1767806;-0.017521;0.017148;0.686799;0.015160;0.051315;1212880;0.014895;0.297504;0.651965;-0.347601;-0.087138;1675967;-0.664247;0.071728;-0.674940;-0.614082;-0.073333;1625955;0.711465
-0.002154;0.638110;-0.031375;0.055432;1767848;-0.017579;0.003163;0.685241;0.008623;0.046271;1216664;0.016776;0.289346;0.648738;-0.341198;-0.096835;1689283;-0.656454;0.070259;-0.686827;-0.611199;-0.084504;1638845;0.704720
-0.003525;0.636491;-0.031896;0.056964;1767914;-0.017709;0.003251;0.685073;0.008737;0.046260;1216718;0.016913;0.282456;0.642724;-0.332947;-0.106971;1703363;-0.647314;0.073217;-0.699357;-0.606737;-0.095838;1652335;0.697238
-0.004534;0.635112;-0.032043;0.058612;1767958;-0.017841;0.004041;0.684730;0.008784;0.046896;1216979;0.016665;0.275654;0.636183;-0.324675;-0.117272;1717785;-0.636882;0.069142;-0.709634;-0.604463;-0.107081;1666158;0.688456
-0.005419;0.634274;-0.031827;0.060343;1768029;-0.017888;0.004197;0.685118;0.008986;0.046922;1217045;0.016873;0.262496;0.624738;-0.321851;-0.127689;1732434;-0.625643;0.066491;-0.722968;-0.601822;-0.118196;1680485;0.678788
-0.007385;0.632940;-0.032550;0.061938;1768093;-0.017784;0.004397;0.686028;0.009130;0.046887;1217083;0.017104;0.258995;0.610783;-0.311318;-0.138339;1745981;-0.613162;0.058520;-0.735045;-0.600152;-0.129421;1693975;0.667617
-0.008980;0.632670;-0.032531;0.063782;1768169;-0.017525;0.004801;0.687108;0.009175;0.046864;1217128;0.017233;0.256857;0.598625;-0.299619;-0.148980;1758847;-0.599863;0.062290;-0.746100;-0.594454;-0.141218;1707167;0.656013
-0.010733;0.632978;-0.032034;0.065699;1768224;-0.017152;0.004385;0.688375;0.009365;0.046204;1216985;0.017799;0.250787;0.585217;-0.291358;-0.159140;1771412;-0.585806;0.068142;-0.758201;-0.586565;-0.152711;1720116;0.643673
-0.011830;0.632798;-0.031224;0.067577;1768232;-0.016831;0.005309;0.688516;0.009317;0.046860;1217193;0.017464;0.238067;0.574128;-0.282845;-0.168418;1784262;-0.570994;0.069830;-0.768950;-0.580134;-0.163024;1733011;0.631045
-0.012054;0.632881;-0.029899;0.069439;1768222;-0.016719;0.005329;0.688702;0.009306;0.046810;1217191;0.017551;0.231281;0.562728;-0.272422;-0.175938;1796689;-0.556274;0.075918;-0.780966;-0.571732;-0.172002;1746216;0.618150
-0.012032;0.633082;-0.029141;0.071202;1768272;-0.016680;0.005237;0.688722;0.009202;0.046641;1217312;0.017594;0.223838;0.548470;-0.265363;-0.181819;1808929;-0.542002;0.065704;-0.789224;-0.561724;-0.179327;1759847;0.605291
-0.012043;0.632867;-0.027779;0.072673;1768355;-0.016690;0.004557;0.689202;0.009157;0.045772;1217262;0.018016;0.218928;0.536115;-0.256026;-0.186417;1820898;-0.528201;0.055974;-0.800512;-0.557866;-0.186435;1773548;0.592344
-0.012735;0.632059;-0.027050;0.073829;1768471;-0.016839;0.004418;0.689399;0.008375;0.044953;1217262;0.017715;0.216713;0.524853;-0.246408;-0.190516;1832511;-0.514628;0.059312;-0.811308;-0.550072;-0.191982;1786593;0.579150
-0.014195;0.632109;-0.028100;0.074725;1768579;-0.017100;0.004437;0.689832;0.008316;0.044528;1217404;0.017789;0.210336;0.517332;-0.238832;-0.194253;1844378;-0.500380;0.057798;-0.818758;-0.548573;-0.197045;1798834;0.566024
-0.015442;0.633629;-0.029999;0.075662;1768597;-0.017371;0.004669;0.690519;0.008245;0.044160;1217459;0.017832;0.203420;0.509186;-0.228579;-0.197408;1856107;-0.484964;0.061774;-0.827669;-0.543121;-0.201735;1810260;0.552494
-0.016500;0.635786;-0.030557;0.076735;1768515;-0.017412;0.004932;0.691413;0.008408;0.043858;1217459;0.017901;0.194400;0.488496;-0.220608;-0.200150;1867321;-0.468889;0.061160;-0.834498;-0.539354;-0.205228;1821486;0.538603
-0.017471;0.637416;-0.030512;0.077718;1768476;-0.017419;0.005261;0.692465;0.008576;0.043603;1217441;0.017885;0.185214;0.472032;-0.211719;-0.202199;1878501;-0.452647;0.079666;-0.843237;-0.529108;-0.207922;1833521;0.525741
-0.017926;0.638921;-0.032099;0.078409;1768409;-0.017561;0.005695;0.693001;0.008892;0.043557;1217453;0.017854;0.180302;0.453743;-0.201270;-0.203100;1889145;-0.436253;0.078221;-0.848828;-0.522145;-0.209596;1845438;0.511353
-0.018561;0.639917;-0.034094;0.078860;1768326;-0.017720;0.006020;0.693273;0.010071;0.043974;1217636;0.018241;0.180403;0.440707;-0.183750;-0.203447;1898826;-0.420363;0.073542;-0.854462;-0.514278;-0.210077;1857381;0.496918
-0.019131;0.640727;-0.036847;0.079056;1768222;-0.017980;0.006202;0.693315;0.010406;0.043905;1217665;0.018189;0.169935;0.420774;-0.173110;-0.203810;1907792;-0.405000;0.068140;-0.860406;-0.504575;-0.209309;1869194;0.482397
-0.020043;0.642032;-0.040447;0.079086;1768178;-0.018151;0.006362;0.693246;0.010552;0.043796;1217754;0.018097;0.161629;0.407052;-0.165367;-0.203793;1916333;-0.390036;0.058032;-0.861433;-0.502570;-0.207389;1880443;0.468144
-0.021201;0.643362;-0.043920;0.078987;1768183;-0.018178;0.006632;0.693091;0.010706;0.043717;1217910;0.017990;0.161707;0.390253;-0.153692;-0.203954;1923824;-0.376265;0.030184;-0.861815;-0.503377;-0.205060;1890087;0.453351
-0.022678;0.644355;-0.047497;0.078789;1768292;-0.018101;0.007333;0.692354;0.010868;0.043797;1218086;0.017740;0.158026;0.373114;-0.146914;-0.204235;1930180;-0.364546;0.049010;-0.867803;-0.485077;-0.203095;1900116;0.441697
-0.023872;0.645091;-0.050749;0.078624;1768415;-0.017880;0.008019;0.691020;0.011222;0.044004;1218236;0.017522;0.153012;0.363379;-0.143152;-0.204367;1935829;-0.354594;0.050543;-0.872095;-0.473764;-0.201477;1908809;0.430349
-0.024700;0.645629;-0.052409;0.078631;1768486;-0.017478;0.008599;0.689540;0.011756;0.044413;1218277;0.017362;0.150193;0.356406;-0.140880;-0.203580;1941130;-0.346339;0.054413;-0.878318;-0.460071;-0.199623;1916753;0.419982
-0.026114;0.645730;-0.053009;0.078598;1768665;-0.016951;0.008814;0.688310;0.012158;0.044780;1218341;0.017274;0.151889;0.343942;-0.135663;-0.201424;1945911;-0.339261;0.063141;-0.884280;-0.443745;-0.197475;1923863;0.410581
-0.027259;0.645267;-0.053049;0.078459;1768870;-0.016502;0.008712;0.687466;0.012211;0.044953;1218513;0.017219;0.155255;0.330127;-0.127479;-0.198063;1950508;-0.333068;0.052516;-0.886732;-0.439347;-0.194311;1929635;0.401401
-0.028084;0.644369;-0.052545;0.078223;1769011;-0.016083;0.008613;0.687005;0.012187;0.045128;1218626;0.017188;0.155260;0.321232;-0.119396;-0.194025;1955017;-0.327364;0.060854;-0.891520;-0.422910;-0.190102;1935836;0.394346
-0.028854;0.644164;-0.052559;0.077740;1769127;-0.015793;0.008614;0.686762;0.012256;0.045353;1218650;0.017203;0.152682;0.317284;-0.110802;-0.189478;1959647;-0.322163;0.055231;-0.892905;-0.418433;-0.185728;1941343;0.387614
-0.029453;0.643885;-0.052813;0.077252;1769268;-0.015419;0.008690;0.686581;0.012279;0.045561;1218762;0.017193;0.152811;0.308905;-0.103580;-0.184709;1963977;-0.318056;0.047897;-0.892269;-0.417548;-0.180966;1946805;0.381345
-0.031492;0.643288;-0.052782;0.076538;1769494;-0.014983;0.008680;0.686564;0.012243;0.045665;1218867;0.017226;0.158092;0.293093;-0.096986;-0.179542;1968031;-0.314810;0.041285;-0.891540;-0.414980;-0.176310;1952171;0.375801
-0.034061;0.642665;-0.053386;0.075729;1769618;-0.014834;0.008783;0.686720;0.012132;0.045727;1218933;0.017226;0.167577;0.272216;-0.089900;-0.174264;1971725;-0.311760;0.035401;-0.891378;-0.413757;-0.171870;1957614;0.370653
-0.035803;0.642138;-0.054141;0.075010;1769688;-0.015066;0.008928;0.686931;0.012034;0.045802;1218934;0.017221;0.173143;0.255784;-0.084122;-0.168901;1975364;-0.308847;0.030512;-0.892755;-0.411949;-0.167564;1963292;0.366125
-0.036209;0.641842;-0.055888;0.074363;1769671;-0.015742;0.009168;0.687265;0.011985;0.045895;1218999;0.017203;0.181350;0.232838;-0.080480;-0.164004;1978795;-0.306859;0.026538;-0.894913;-0.406764;-0.162357;1968304;0.361647
-0.035567;0.642335;-0.058453;0.073786;1769570;-0.016704;0.009376;0.687561;0.011947;0.046012;1219036;0.017193;0.189903;0.213113;-0.076742;-0.159269;1982172;-0.305338;0.004460;-0.892041;-0.419424;-0.158553;1972038;0.356060
-0.034097;0.642831;-0.060668;0.073478;1769433;-0.017406;0.009543;0.687446;0.012043;0.046149;1219018;0.017183;0.197158;0.202137;-0.072335;-0.154977;1985375;-0.303292;0.001544;-0.891675;-0.416737;-0.153383;1976240;0.350748
-0.034401;0.643200;-0.061592;0.073126;1769462;-0.017525;0.009476;0.686775;0.012058;0.046226;1219080;0.017176;0.195968;0.198721;-0.069500;-0.151260;1988118;-0.300124;-0.014017;-0.888969;-0.418564;-0.147174;1980095;0.344916
-0.035904;0.643370;-0.062180;0.072685;1769484;-0.017408;0.009495;0.686241;0.012044;0.046217;1219206;0.017115;0.190904;0.197669;-0.067042;-0.148098;1990338;-0.296465;-0.021191;-0.889612;-0.414124;-0.142804;1983133;0.339674
-0.037333;0.643070;-0.062925;0.072399;1769424;-0.017391;0.009785;0.686066;0.012282;0.046359;1219240;0.017065;0.185938;0.198520;-0.064584;-0.145451;1991976;-0.292859;0.010707;-0.890872;-0.395164;-0.139623;1986132;0.336335
-0.038261;0.642147;-0.063257;0.072323;1769283;-0.017540;0.010116;0.685966;0.012711;0.046658;1219182;0.017108;0.182476;0.200213;-0.061940;-0.143240;1993194;-0.289896;0.010205;-0.885828;-0.401468;-0.138294;1987770;0.334092
-0.038218;0.641477;-0.063803;0.072429;1769197;-0.017853;0.010583;0.685874;0.013037;0.047071;1219138;0.017077;0.180530;0.201701;-0.060775;-0.141604;1994021;-0.287710;0.009576;-0.885135;-0.402221;-0.137383;1988655;0.331994
-0.038131;0.641530;-0.064337;0.072694;1769118;-0.018081;0.010855;0.685731;0.013289;0.047412;1219160;0.017079;0.178182;0.202396;-0.059960;-0.140876;1994468;-0.286092;0.011147;-0.884603;-0.401373;-0.137261;1989020;0.330201
-0.038584;0.641814;-0.064843;0.073051;1769080;-0.018146;0.010833;0.685736;0.013429;0.047667;1219186;0.017162;0.173808;0.207748;-0.060259;-0.140301;1994832;-0.284987;0.011744;-0.884603;-0.400959;-0.137397;1989090;0.328662
-0.038198;0.642484;-0.065227;0.073501;1769030;-0.018173;0.010821;0.685914;0.013565;0.047993;1219186;0.017239;0.174458;0.205340;-0.059824;-0.140461;1994458;-0.284826;0.013419;-0.884752;-0.401286;-0.138173;1988958;0.327172
-0.039100;0.642860;-0.065305;0.073847;1769007;-0.017945;0.010777;0.686215;0.013673;0.048375;1219187;0.017299;0.175235;0.206776;-0.060739;-0.141163;1994064;-0.284944;0.016358;-0.885195;-0.400817;-0.139537;1988793;0.325564
-0.040375;0.642846;-0.065964;0.074126;1769079;-0.017679;0.010738;0.686662;0.013933;0.048855;1219219;0.017442;0.173755;0.210924;-0.062146;-0.142476;1993295;-0.284901;0.019380;-0.886696;-0.399985;-0.140941;1988731;0.323844
-0.042000;0.642648;-0.065619;0.074297;1769117;-0.017434;0.010679;0.687141;0.013916;0.049208;1219241;0.017478;0.172672;0.214227;-0.064831;-0.144343;1992229;-0.284678;0.023989;-0.887534;-0.397759;-0.142277;1988491;0.322374
-0.042934;0.642254;-0.065544;0.074310;1769128;-0.017489;0.010617;0.687664;0.013822;0.049530;1219200;0.017547;0.170236;0.218670;-0.066413;-0.146190;1991060;-0.284223;0.025191;-0.888862;-0.396418;-0.143047;1988369;0.321300
-0.042602;0.641820;-0.066405;0.074164;1769098;-0.017877;0.010704;0.687853;0.013799;0.049912;1219181;0.017577;0.168540;0.221266;-0.067607;-0.147945;1990144;-0.283955;0.025053;-0.888761;-0.396949;-0.143561;1988262;0.320631
-0.042509;0.641695;-0.067315;0.073873;1769125;-0.018286;0.010610;0.687701;0.013587;0.050173;1219210;0.017599;0.167834;0.220863;-0.070154;-0.149625;1989418;-0.283892;0.024330;-0.889300;-0.396969;-0.144108;1988071;0.320305
-0.042142;0.641844;-0.068206;0.073553;1769104;-0.018727;0.010644;0.687387;0.013375;0.050417;1219224;0.017566;0.167625;0.223578;-0.070952;-0.151093;1988808;-0.283754;0.001063;-0.892370;-0.398765;-0.143877;1986137;0.319712
-0.041483;0.641988;-0.068932;0.073411;1769077;-0.019138;0.010749;0.686779;0.013522;0.050761;1219185;0.017594;0.165003;0.227756;-0.071432;-0.152580;1987999;-0.283707;0.029185;-0.894337;-0.387605;-0.146802;1985490;0.320767
-0.041384;0.641793;-0.068841;0.073412;1769041;-0.019384;0.010863;0.685934;0.013682;0.051121;1219107;0.017602;0.164644;0.226916;-0.073890;-0.154943;1986574;-0.284310;0.031143;-0.894210;-0.389593;-0.150511;1982800;0.322817
