Head;Head;Head;Head;Head;Head;;;;;;;;;;;;;;;;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
-0.003215;0.642511;-0.022596;0.039922;1765808;-0.012013;0.000502;0.692656;0.006470;0.046706;1214768;0.015278;-0.197629;0.183407;-0.928098;-0.105341;0.883016;-0.256343;0.868964;-0.364409;-0.160824;-0.100791;0.875008;0.261695
-0.003644;0.642241;-0.022906;0.039678;1765794;-0.011875;0.000445;0.692650;0.006483;0.046685;1214753;0.015332;-0.197870;0.183018;-0.927992;-0.105474;0.882902;-0.255684;0.869611;-0.364876;-0.161600;-0.102431;0.875471;0.260483
-0.004110;0.642220;-0.023399;0.039433;1765800;-0.011756;0.000514;0.692632;0.006547;0.046738;1214758;0.015355;-0.198443;0.182377;-0.928041;-0.105596;0.882862;-0.255131;0.868680;-0.367236;-0.162491;-0.104074;0.875854;0.259351
-0.004575;0.642407;-0.023870;0.039186;1765808;-0.011643;0.000494;0.692618;0.006543;0.046746;1214756;0.015382;-0.198879;0.181881;-0.928048;-0.105726;0.882819;-0.254663;0.868135;-0.369353;-0.163016;-0.105636;0.876194;0.258201
-0.005170;0.642576;-0.024362;0.038945;1765814;-0.011530;0.000449;0.692694;0.006548;0.046731;1214741;0.015428;-0.198969;0.181503;-0.927974;-0.105878;0.882845;-0.254294;0.868404;-0.370746;-0.162265;-0.107104;0.876603;0.257172
-0.005656;0.642814;-0.024720;0.038739;1765845;-0.011431;0.000451;0.692852;0.006532;0.046720;1214760;0.015440;-0.198828;0.181528;-0.927922;-0.105972;0.882912;-0.254091;0.868093;-0.372393;-0.162215;-0.108246;0.876948;0.256272
-0.006123;0.643091;-0.025022;0.038512;1765850;-0.011354;0.000378;0.693069;0.006457;0.046670;1214755;0.015449;-0.198449;0.181781;-0.927898;-0.106008;0.882955;-0.254045;0.867677;-0.374027;-0.161571;-0.109084;0.877189;0.255570
-0.006388;0.643368;-0.025376;0.038289;1765851;-0.011348;0.000310;0.693244;0.006402;0.046642;1214734;0.015439;-0.198034;0.181837;-0.927943;-0.105962;0.882942;-0.254087;0.868427;-0.373592;-0.160491;-0.109629;0.877273;0.255078
-0.006426;0.643686;-0.025878;0.038061;1765846;-0.011409;0.000303;0.693366;0.006396;0.046630;1214745;0.015430;-0.197918;0.181815;-0.928012;-0.105788;0.882931;-0.254172;0.868843;-0.373288;-0.159778;-0.109943;0.877268;0.254768
-0.006670;0.644080;-0.026565;0.037789;1765836;-0.011464;0.000291;0.693446;0.006406;0.046581;1214752;0.015428;-0.198126;0.181400;-0.928126;-0.105670;0.882911;-0.254275;0.869256;-0.373059;-0.159222;-0.110254;0.877273;0.254577
-0.007039;0.644565;-0.027229;0.037491;1765773;-0.011485;0.000187;0.693498;0.006229;0.046471;1214740;0.015381;-0.199433;0.180889;-0.927947;-0.106109;0.882934;-0.254443;0.870419;-0.372063;-0.158719;-0.111177;0.877481;0.254480
-0.007662;0.644880;-0.027848;0.037197;1765747;-0.011443;0.000185;0.693432;0.006226;0.046495;1214741;0.015332;-0.202079;0.180489;-0.927409;-0.107378;0.883247;-0.254822;0.870873;-0.372743;-0.157901;-0.113316;0.878317;0.254660
-0.008541;0.645001;-0.028625;0.036927;1765772;-0.011377;0.000221;0.693285;0.006259;0.046606;1214756;0.015254;-0.204584;0.181470;-0.926183;-0.109784;0.883936;-0.255476;0.870713;-0.374317;-0.158065;-0.116856;0.879642;0.255339
-0.009343;0.645051;-0.029463;0.036709;1765767;-0.011316;0.000114;0.693122;0.006208;0.046654;1214793;0.015189;-0.206310;0.182394;-0.924911;-0.113535;0.885074;-0.256388;0.868433;-0.379193;-0.159151;-0.121999;0.881447;0.256531
-0.010105;0.645094;-0.030498;0.036619;1765776;-0.011268;0.000146;0.693031;0.006298;0.046843;1214815;0.015127;-0.207601;0.184539;-0.923019;-0.118788;0.886817;-0.257496;0.865308;-0.384586;-0.162400;-0.128520;0.883831;0.258207
-0.010818;0.645203;-0.031697;0.036673;1765778;-0.011208;0.000278;0.692993;0.006415;0.047101;1214840;0.015073;-0.208404;0.185623;-0.921032;-0.125575;0.889189;-0.258815;0.862388;-0.390169;-0.165470;-0.136319;0.886629;0.259993
-0.011755;0.645364;-0.032543;0.036855;1765763;-0.011103;0.000323;0.693039;0.006491;0.047361;1214867;0.015044;-0.209415;0.188507;-0.918283;-0.134106;0.892151;-0.260300;0.858436;-0.398528;-0.166729;-0.145531;0.890159;0.261821
-0.012731;0.645285;-0.033606;0.037188;1765772;-0.011023;-0.014636;0.693647;-0.010083;0.041454;1210146;0.014398;-0.210810;0.191724;-0.914564;-0.144590;0.896029;-0.262033;0.854633;-0.407386;-0.166272;-0.156109;0.894382;0.263792
-0.013491;0.645049;-0.034463;0.037653;1765784;-0.011033;-0.009492;0.693672;-0.004352;0.043921;1211874;0.014699;-0.211784;0.195134;-0.910454;-0.157192;0.901081;-0.264196;0.850135;-0.417118;-0.166486;-0.168154;0.899457;0.265950
-0.014255;0.644931;-0.035093;0.038241;1765810;-0.011068;0.000336;0.693406;0.006452;0.048508;1214949;0.015415;-0.212542;0.200515;-0.905274;-0.172100;0.907385;-0.266661;0.844787;-0.428073;-0.168028;-0.181851;0.905635;0.268244
-0.015112;0.645230;-0.035721;0.038969;1765850;-0.011080;0.000372;0.693637;0.006431;0.049001;1215024;0.015457;-0.211231;0.207560;-0.899007;-0.189280;0.915330;-0.269345;0.837361;-0.441719;-0.171240;-0.197048;0.913163;0.270523
-0.015868;0.645606;-0.036066;0.039868;1765910;-0.011097;0.000457;0.693810;0.006555;0.049595;1215091;0.015526;-0.208803;0.214004;-0.892101;-0.208295;0.925213;-0.271998;0.829497;-0.455290;-0.175351;-0.213513;0.921992;0.272672
-0.016254;0.646007;-0.036361;0.040880;1765972;-0.011151;0.000171;0.694025;0.006403;0.050077;1215085;0.015588;-0.203961;0.221811;-0.884149;-0.228375;0.936800;-0.274318;0.820778;-0.470767;-0.179151;-0.230944;0.932189;0.274400
-0.016375;0.646183;-0.036785;0.042012;1766040;-0.011235;0.000067;0.694085;0.006516;0.050581;1215189;0.015742;-0.198962;0.227956;-0.875494;-0.249033;0.949998;-0.276141;0.810838;-0.486404;-0.186788;-0.248760;0.943574;0.275739
-0.016272;0.646356;-0.037270;0.043282;1766131;-0.011348;0.000140;0.694114;0.006505;0.051153;1215319;0.015786;-0.192797;0.234854;-0.865812;-0.269621;0.964578;-0.277579;0.801489;-0.500980;-0.195822;-0.266549;0.956106;0.276582
-0.016103;0.646833;-0.036995;0.044706;1766197;-0.011423;0.000260;0.694105;0.006636;0.051734;1215428;0.015834;-0.187441;0.240945;-0.855698;-0.289854;0.980260;-0.278648;0.790625;-0.517356;-0.203568;-0.283957;0.969590;0.276779
-0.015434;0.647002;-0.036623;0.046181;1766234;-0.011514;0.000263;0.694137;0.006783;0.052257;1215487;0.015930;-0.182762;0.247314;-0.844556;-0.309505;0.996902;-0.279496;0.780214;-0.533424;-0.210739;-0.300903;0.983774;0.276602
-0.014494;0.647419;-0.036017;0.047712;1766255;-0.011601;0.000322;0.694207;0.006952;0.052782;1215549;0.016035;-0.177577;0.252926;-0.833556;-0.328299;1014427;-0.280172;0.770512;-0.548089;-0.216891;-0.317417;0.998628;0.276378
-0.013753;0.647576;-0.035817;0.049211;1766282;-0.011692;-0.000017;0.694134;0.007427;0.053279;1215566;0.016532;-0.171906;0.258956;-0.822011;-0.346034;1032647;-0.280669;0.759848;-0.562528;-0.223658;-0.333498;1014126;0.276316
-0.013087;0.647682;-0.035835;0.050686;1766279;-0.011664;0.000507;0.694214;0.006320;0.053543;1215654;0.016029;-0.164316;0.265308;-0.809913;-0.362721;1051365;-0.281060;0.748845;-0.577204;-0.229926;-0.348821;1029952;0.276397
-0.012909;0.648168;-0.035118;0.052141;1766290;-0.011501;0.000850;0.693897;0.006880;0.054130;1215792;0.016023;-0.159072;0.268842;-0.798685;-0.378186;1070272;-0.281190;0.736246;-0.592763;-0.235970;-0.363733;1046498;0.276580
-0.012902;0.648203;-0.034283;0.053610;1766310;-0.011266;0.000813;0.693533;0.007151;0.054685;1215868;0.016214;-0.152349;0.272203;-0.788048;-0.392302;1089299;-0.281114;0.725904;-0.604500;-0.244719;-0.377833;1063598;0.276726
-0.013066;0.647825;-0.033528;0.054976;1766363;-0.011053;0.000850;0.693333;0.007279;0.055162;1215952;0.016279;-0.145322;0.274295;-0.776094;-0.405234;1108111;-0.280731;0.713342;-0.616827;-0.256827;-0.391089;1081196;0.276735
-0.013294;0.647148;-0.033204;0.056322;1766447;-0.010869;0.000931;0.693108;0.007335;0.055637;1216031;0.016357;-0.138135;0.276330;-0.765937;-0.416890;1126844;-0.280260;0.699904;-0.628953;-0.270793;-0.403209;1099225;0.276282
-0.013308;0.646614;-0.032501;0.057651;1766520;-0.010771;0.000976;0.692961;0.007422;0.056092;1216087;0.016464;-0.130449;0.280789;-0.753115;-0.427568;1145449;-0.279680;0.686652;-0.639482;-0.286988;-0.414516;1117677;0.275828
-0.013409;0.646092;-0.032280;0.058864;1766543;-0.010810;0.000923;0.692893;0.007499;0.056523;1216149;0.016610;-0.121846;0.285743;-0.741367;-0.437680;1163965;-0.279138;0.673316;-0.647430;-0.307914;-0.425149;1136194;0.275391
-0.013118;0.645771;-0.032626;0.060048;1766556;-0.011090;0.001097;0.692827;0.008083;0.057214;1216273;0.016830;-0.114685;0.287650;-0.730018;-0.446942;1182620;-0.278629;0.660549;-0.655750;-0.324598;-0.435204;1154790;0.274784
-0.012864;0.645608;-0.033068;0.061223;1766555;-0.011404;0.001402;0.692495;0.008272;0.057867;1216358;0.017012;-0.107867;0.289747;-0.719211;-0.455465;1201407;-0.278047;0.646409;-0.664691;-0.339464;-0.444798;1173779;0.274285
-0.012617;0.645561;-0.033372;0.062401;1766559;-0.011716;0.001668;0.691969;0.008673;0.058463;1216453;0.017361;-0.100519;0.290557;-0.708715;-0.463284;1220406;-0.277508;0.634460;-0.670652;-0.355077;-0.453784;1192784;0.273980
-0.012611;0.645549;-0.033644;0.063584;1766544;-0.011988;0.001748;0.691760;0.008405;0.058907;1216450;0.017443;-0.095119;0.291845;-0.697813;-0.470382;1239765;-0.276841;0.622245;-0.676828;-0.368489;-0.462090;1212191;0.273709
-0.012636;0.645600;-0.033629;0.064793;1766589;-0.012235;0.001905;0.691813;0.008794;0.059480;1216527;0.017585;-0.090180;0.294475;-0.686191;-0.476620;1259264;-0.276076;0.610362;-0.685120;-0.376157;-0.469438;1231878;0.273388
-0.013020;0.645628;-0.033745;0.066044;1766616;-0.012467;0.002060;0.691875;0.008932;0.059923;1216592;0.017770;-0.083390;0.295139;-0.674178;-0.482060;1278656;-0.275217;0.599322;-0.694945;-0.378292;-0.475816;1251677;0.272793
-0.013367;0.645451;-0.033753;0.067276;1766641;-0.012699;0.002122;0.692128;0.009018;0.060310;1216623;0.017904;-0.077513;0.297951;-0.660939;-0.486694;1297742;-0.274195;0.589507;-0.704481;-0.378035;-0.481067;1271209;0.271985
-0.013390;0.645554;-0.033642;0.068552;1766638;-0.012939;0.002276;0.692504;0.009326;0.060758;1216652;0.018075;-0.071355;0.298945;-0.650141;-0.490506;1316409;-0.273260;0.581600;-0.712719;-0.377003;-0.485518;1290180;0.271196
-0.013321;0.645924;-0.033830;0.069749;1766634;-0.013244;0.002612;0.692883;0.009619;0.061226;1216659;0.018226;-0.064281;0.298687;-0.639518;-0.493591;1334560;-0.272223;0.574129;-0.719939;-0.376631;-0.489211;1308655;0.270528
-0.013601;0.646368;-0.034288;0.070851;1766641;-0.013582;0.002904;0.693113;0.009802;0.061690;1216694;0.018321;-0.055968;0.298060;-0.629620;-0.495999;1352302;-0.271162;0.566980;-0.727417;-0.374940;-0.492374;1326785;0.270012
-0.013436;0.647029;-0.034968;0.071981;1766634;-0.013911;0.003242;0.692996;0.009887;0.062159;1216734;0.018457;-0.051136;0.297132;-0.618697;-0.497852;1369864;-0.269805;0.559101;-0.734143;-0.375059;-0.494953;1344590;0.269956
-0.013703;0.647736;-0.035407;0.073039;1766647;-0.014118;0.003467;0.693004;0.010050;0.062613;1216769;0.018498;-0.046073;0.296768;-0.607975;-0.499110;1386895;-0.268265;0.548710;-0.740541;-0.378617;-0.496913;1361962;0.270481
-0.013916;0.648435;-0.035988;0.074079;1766662;-0.014273;0.003698;0.692943;0.010036;0.063021;1216779;0.018469;-0.043206;0.296413;-0.597801;-0.499794;1403564;-0.266580;0.540638;-0.746140;-0.380015;-0.498076;1378986;0.271368
-0.014131;0.649294;-0.036254;0.075064;1766715;-0.014265;0.003871;0.693047;0.010219;0.063408;1216837;0.018484;-0.039536;0.297287;-0.586404;-0.499897;1419601;-0.264778;0.530307;-0.752182;-0.383483;-0.498347;1395693;0.272497
-0.014745;0.649839;-0.036367;0.076009;1766786;-0.014107;0.004079;0.693320;0.010500;0.063802;1216913;0.018471;-0.035764;0.298801;-0.574969;-0.499599;1434747;-0.263036;0.514941;-0.759034;-0.391239;-0.498131;1411806;0.273593
-0.015453;0.649880;-0.036705;0.076812;1766820;-0.013946;0.003255;0.693240;0.011335;0.064170;1216635;0.018978;-0.033005;0.300202;-0.565301;-0.499196;1448865;-0.261441;0.503729;-0.765328;-0.393784;-0.497609;1427315;0.275079
-0.016043;0.649676;-0.037059;0.077609;1766847;-0.013826;0.003800;0.693247;0.011714;0.064728;1216667;0.018853;-0.031909;0.301900;-0.556677;-0.498712;1462255;-0.259938;0.491360;-0.771856;-0.396704;-0.496879;1442282;0.276718
-0.016690;0.649525;-0.037313;0.078352;1766876;-0.013746;0.003775;0.693101;0.012159;0.065183;1216663;0.018911;-0.031343;0.303074;-0.548701;-0.498068;1475048;-0.258542;0.479363;-0.778658;-0.398092;-0.495735;1456733;0.278475
-0.017072;0.649428;-0.037491;0.079073;1766914;-0.013736;0.003839;0.692951;0.012553;0.065613;1216665;0.018947;-0.027314;0.301996;-0.539953;-0.496993;1487054;-0.257291;0.469015;-0.784503;-0.399231;-0.494334;1470360;0.280280
-0.017217;0.649230;-0.037584;0.079815;1766905;-0.013780;0.003770;0.692745;0.012979;0.065980;1216631;0.019007;-0.025716;0.301830;-0.531611;-0.495930;1498300;-0.256132;0.458712;-0.790441;-0.399462;-0.492848;1482889;0.282049
-0.017619;0.649053;-0.037695;0.080472;1766924;-0.013882;0.003721;0.692408;0.013344;0.066413;1216628;0.019052;-0.024923;0.302404;-0.524420;-0.494842;1508622;-0.254988;0.450440;-0.794877;-0.400210;-0.491304;1494119;0.283649
-0.017814;0.648947;-0.038269;0.081010;1766905;-0.014085;0.003764;0.692133;0.013653;0.066778;1216626;0.019055;-0.020212;0.305017;-0.517517;-0.493790;1517874;-0.253863;0.444448;-0.797966;-0.401114;-0.489798;1503926;0.285111
-0.018022;0.649025;-0.039135;0.081415;1766892;-0.014358;0.003734;0.691858;0.013949;0.067083;1216659;0.019078;-0.019035;0.302020;-0.513733;-0.492787;1526253;-0.252654;0.438761;-0.800870;-0.401750;-0.488422;1512406;0.286241
-0.018126;0.649231;-0.040154;0.081770;1766847;-0.014623;0.003692;0.691625;0.014264;0.067392;1216644;0.019099;-0.018793;0.300303;-0.509945;-0.491859;1534019;-0.251332;0.434392;-0.803773;-0.400703;-0.487079;1519796;0.286932
-0.018412;0.649464;-0.041224;0.082063;1766790;-0.014863;0.003626;0.691507;0.014478;0.067675;1216607;0.019096;-0.028201;0.298946;-0.505435;-0.491154;1541461;-0.249909;0.431504;-0.805596;-0.400432;-0.485935;1525965;0.287300
-0.018920;0.649644;-0.042555;0.082189;1766743;-0.015053;0.003242;0.691415;0.014573;0.067790;1216612;0.019142;-0.029268;0.301988;-0.499842;-0.490250;1547915;-0.248156;0.428069;-0.808164;-0.398822;-0.485035;1531107;0.287429
-0.019949;0.650009;-0.044230;0.082099;1766708;-0.015214;0.002135;0.691341;0.014422;0.067578;1216758;0.019353;-0.031768;0.307362;-0.494088;-0.489501;1553291;-0.246203;0.426920;-0.811039;-0.394118;-0.484249;1535645;0.287441
-0.021225;0.650515;-0.046413;0.081809;1766676;-0.015405;0.000603;0.691514;0.014179;0.067177;1216948;0.019685;-0.024031;0.314644;-0.488436;-0.488781;1557560;-0.243588;0.424015;-0.811656;-0.396126;-0.483552;1539438;0.287679
-0.022000;0.651065;-0.048806;0.081437;1766662;-0.015591;0.000060;0.691701;0.014072;0.067044;1217075;0.019750;-0.020983;0.314026;-0.484095;-0.488326;1560483;-0.241398;0.422530;-0.812366;-0.396549;-0.482937;1542640;0.287854
-0.022991;0.651446;-0.050303;0.081074;1766679;-0.015562;0.000209;0.691666;0.014325;0.067124;1217131;0.019723;-0.024022;0.312089;-0.484345;-0.487883;1562173;-0.239322;0.422115;-0.814053;-0.393424;-0.482349;1545371;0.287844
-0.024180;0.651761;-0.051708;0.080685;1766653;-0.015443;0.000430;0.691563;0.014596;0.067195;1217123;0.019647;-0.032311;0.312203;-0.483567;-0.487681;1563166;-0.237305;0.421049;-0.814719;-0.393283;-0.481793;1547111;0.287594
-0.025137;0.651962;-0.053119;0.080329;1766569;-0.015327;0.000482;0.691538;0.014872;0.067165;1217069;0.019640;-0.034539;0.312432;-0.482257;-0.487577;1563251;-0.235636;0.421232;-0.816473;-0.389242;-0.481320;1548131;0.287297
-0.026263;0.652046;-0.054327;0.080020;1766538;-0.015149;0.000649;0.691545;0.015209;0.067129;1217054;0.019646;-0.032879;0.312209;-0.482720;-0.487565;1562690;-0.234716;0.420695;-0.818008;-0.386245;-0.480877;1548524;0.287189
-0.027180;0.652068;-0.055579;0.079787;1766497;-0.014981;0.000874;0.691601;0.015555;0.067082;1217026;0.019670;-0.032900;0.310152;-0.484674;-0.487735;1561589;-0.234346;0.420474;-0.818007;-0.386458;-0.480476;1548254;0.287502
-0.027566;0.652152;-0.056086;0.079663;1766409;-0.014825;0.000991;0.691581;0.015851;0.067014;1216923;0.019715;-0.033246;0.310851;-0.485086;-0.488019;1560418;-0.233908;0.420607;-0.817561;-0.387207;-0.480195;1547472;0.288082
-0.027616;0.652026;-0.056211;0.079642;1766382;-0.014646;0.001146;0.691458;0.016120;0.066970;1216817;0.019790;-0.035295;0.310949;-0.486684;-0.488172;1559057;-0.233787;0.421639;-0.817254;-0.386603;-0.480085;1546247;0.288664
-0.027548;0.651943;-0.056227;0.079628;1766390;-0.014472;0.001344;0.691176;0.016237;0.066952;1216758;0.019827;-0.035869;0.310990;-0.487247;-0.488435;1557386;-0.234320;0.423399;-0.816694;-0.385810;-0.480114;1544516;0.289570
-0.027242;0.651726;-0.055772;0.079605;1766390;-0.014316;0.001449;0.690966;0.016114;0.066889;1216670;0.019822;-0.039125;0.310991;-0.488583;-0.488584;1555554;-0.236027;0.424247;-0.816756;-0.384394;-0.480079;1542415;0.291525
-0.026446;0.651591;-0.055248;0.079507;1766385;-0.014230;0.001463;0.690834;0.015938;0.066791;1216572;0.019843;-0.040342;0.313795;-0.489244;-0.488447;1553612;-0.239755;0.423941;-0.817168;-0.382835;-0.479778;1540066;0.295166
-0.025871;0.651465;-0.054734;0.079171;1766423;-0.014127;0.001794;0.690720;0.015735;0.066730;1216528;0.019776;-0.041224;0.316638;-0.491287;-0.488004;1551361;-0.245762;0.423681;-0.816658;-0.383074;-0.479221;1537468;0.301027
-0.025938;0.651270;-0.054235;0.078574;1766466;-0.013995;0.002275;0.690615;0.015545;0.066655;1216483;0.019638;-0.044728;0.320862;-0.495200;-0.487306;1548968;-0.254399;0.425761;-0.813816;-0.386369;-0.478327;1534654;0.309062
-0.026067;0.651123;-0.054309;0.077766;1766462;-0.013966;0.002811;0.690649;0.015219;0.066492;1216489;0.019480;-0.040278;0.329862;-0.497827;-0.486023;1546234;-0.264603;0.419341;-0.812494;-0.392420;-0.477018;1532000;0.319146
-0.026599;0.651037;-0.055079;0.076734;1766438;-0.014040;0.003285;0.690657;0.015052;0.066327;1216504;0.019377;-0.022922;0.345256;-0.498124;-0.484172;1543206;-0.275163;0.420159;-0.808987;-0.397135;-0.475389;1529362;0.329435
-0.027496;0.651057;-0.056088;0.075623;1766422;-0.014162;0.003695;0.690808;0.014882;0.066086;1216481;0.019303;-0.021959;0.356434;-0.501314;-0.482138;1540972;-0.286066;0.418335;-0.806224;-0.402561;-0.473405;1527118;0.339842
-0.028419;0.651426;-0.057140;0.074518;1766376;-0.014298;0.003881;0.691012;0.014647;0.065723;1216465;0.019252;-0.021918;0.369367;-0.501267;-0.479825;1539250;-0.296746;0.416057;-0.804536;-0.405758;-0.471040;1525472;0.350076
-0.029210;0.651525;-0.057759;0.073470;1766400;-0.014425;0.004127;0.691399;0.014297;0.065342;1216418;0.019135;-0.019542;0.381347;-0.500025;-0.476953;1538272;-0.307740;0.414870;-0.802733;-0.408511;-0.468189;1524350;0.360620
-0.029492;0.651844;-0.058660;0.072351;1766382;-0.014727;0.004443;0.691836;0.013989;0.064962;1216408;0.019018;-0.019010;0.388242;-0.502372;-0.473437;1538075;-0.319455;0.410297;-0.801368;-0.412954;-0.464722;1523717;0.371891
-0.030361;0.651984;-0.059629;0.071264;1766400;-0.014963;0.004800;0.692100;0.013723;0.064546;1216420;0.018875;-0.012221;0.393895;-0.503977;-0.469245;1538204;-0.331846;0.403235;-0.799384;-0.420424;-0.460726;1523464;0.384090
-0.030929;0.652211;-0.060996;0.070193;1766385;-0.015215;0.005498;0.692339;0.013485;0.064179;1216406;0.018632;-0.004071;0.401346;-0.504186;-0.464371;1538931;-0.344893;0.397866;-0.797055;-0.426257;-0.456180;1523178;0.396819
-0.031444;0.652838;-0.061948;0.069263;1766388;-0.015421;0.006150;0.692512;0.013166;0.063750;1216376;0.018385;0.004124;0.411404;-0.503179;-0.458662;1540332;-0.358413;0.392757;-0.794662;-0.431855;-0.451037;1522676;0.410159
-0.031845;0.653442;-0.062622;0.068382;1766339;-0.015598;0.006543;0.692804;0.012936;0.063249;1216347;0.018201;0.010405;0.417892;-0.504820;-0.452351;1541926;-0.372297;0.386466;-0.791973;-0.436898;-0.445256;1521923;0.423849
-0.032246;0.654227;-0.063406;0.067590;1766319;-0.015774;0.007059;0.693123;0.012992;0.062829;1216289;0.018055;0.017310;0.422981;-0.506510;-0.445600;1543572;-0.386472;0.382316;-0.788337;-0.442656;-0.438864;1521145;0.437934
-0.032237;0.655131;-0.064181;0.066894;1766280;-0.015871;0.007366;0.693291;0.013399;0.062456;1216223;0.018031;0.025733;0.432024;-0.505655;-0.438341;1544832;-0.400567;0.378672;-0.783987;-0.449314;-0.431720;1520709;0.452119
-0.032022;0.656389;-0.064324;0.066346;1766257;-0.015768;0.007190;0.693307;0.014185;0.062081;1216149;0.018192;0.028142;0.446928;-0.503760;-0.431115;1545649;-0.413913;0.372177;-0.779424;-0.457691;-0.423844;1520647;0.466316
-0.031933;0.657898;-0.064380;0.065875;1766240;-0.015447;0.007184;0.693505;0.014114;0.061597;1216086;0.018025;0.026178;0.460950;-0.503727;-0.423932;1546035;-0.426780;0.364551;-0.774530;-0.468827;-0.415489;1521083;0.480212
-0.032823;0.658669;-0.063760;0.065336;1766274;-0.014981;0.007418;0.693898;0.014180;0.061176;1216000;0.017802;0.031602;0.470960;-0.504598;-0.416435;1546229;-0.439149;0.354958;-0.771350;-0.478146;-0.406987;1522197;0.493547
-0.033515;0.658825;-0.063457;0.064801;1766287;-0.014640;0.007636;0.694290;0.014200;0.060805;1215894;0.017570;0.043516;0.478680;-0.502992;-0.408934;1546916;-0.450527;0.347737;-0.768558;-0.483641;-0.398475;1523692;0.506088
-0.034094;0.658689;-0.063312;0.064284;1766311;-0.014464;0.007785;0.694645;0.014214;0.060399;1215860;0.017439;0.043160;0.484800;-0.504404;-0.401276;1548547;-0.461252;0.340817;-0.766913;-0.486679;-0.390007;1525263;0.517826
-0.034201;0.658345;-0.063106;0.063918;1766364;-0.014449;0.003783;0.693901;0.010433;0.057636;1216610;0.017165;0.055799;0.493496;-0.497985;-0.394223;1550514;-0.470866;0.330815;-0.763410;-0.495171;-0.381534;1526366;0.529117
-0.033396;0.658142;-0.062723;0.063686;1766399;-0.014625;0.003582;0.693521;0.010323;0.057195;1216590;0.017205;0.063786;0.501556;-0.494405;-0.386325;1553095;-0.480907;0.322816;-0.760676;-0.500343;-0.372882;1527304;0.539729
-0.032185;0.658060;-0.062102;0.063546;1766438;-0.014829;0.003460;0.692810;0.010262;0.056810;1216567;0.017287;0.072608;0.505707;-0.492717;-0.377890;1555635;-0.491204;0.315601;-0.757381;-0.506273;-0.363910;1527843;0.550130
-0.030544;0.658310;-0.061507;0.063403;1766509;-0.014962;0.003437;0.692140;0.010074;0.056409;1216556;0.017341;0.082830;0.515195;-0.488512;-0.368686;1558134;-0.502115;0.311153;-0.753475;-0.512315;-0.354284;1528158;0.560793
-0.029803;0.658351;-0.060384;0.063126;1766606;-0.014809;0.003341;0.691646;0.009953;0.056034;1216566;0.017444;0.092727;0.512132;-0.491568;-0.359308;1560190;-0.512697;0.308282;-0.748315;-0.517639;-0.344224;1528740;0.571787
-0.029618;0.657819;-0.059031;0.062662;1766744;-0.014485;0.003214;0.691392;0.009780;0.055652;1216554;0.017521;0.102241;0.518553;-0.489679;-0.349374;1562319;-0.523249;0.305438;-0.745833;-0.518081;-0.333532;1529782;0.582753
-0.028926;0.657278;-0.058075;0.062125;1766859;-0.014317;0.003025;0.691312;0.009668;0.055241;1216529;0.017610;0.109927;0.525715;-0.487427;-0.339111;1564272;-0.533545;0.304415;-0.742479;-0.517897;-0.322619;1530861;0.593204
-0.028192;0.656963;-0.057069;0.061540;1766957;-0.014159;0.002727;0.691478;0.009554;0.054724;1216554;0.017720;0.118191;0.533014;-0.485187;-0.328373;1565708;-0.543640;0.303789;-0.740717;-0.512799;-0.311618;1532241;0.602901
-0.027872;0.657173;-0.056465;0.060892;1767034;-0.014121;0.002511;0.691795;0.009531;0.054223;1216597;0.017803;0.127414;0.540887;-0.482651;-0.317318;1566705;-0.553755;0.302527;-0.738431;-0.510731;-0.300088;1533813;0.612442
-0.027269;0.657219;-0.056086;0.060395;1767082;-0.014144;0.002362;0.692086;0.009605;0.053774;1216617;0.017906;0.135530;0.549174;-0.480642;-0.306040;1567361;-0.563749;0.275113;-0.728900;-0.525765;-0.288090;1535432;0.620842
-0.026878;0.656814;-0.055377;0.059993;1767153;-0.014245;0.002385;0.692157;0.009755;0.053463;1216608;0.018027;0.145523;0.556272;-0.478882;-0.294700;1567713;-0.573465;0.262788;-0.724331;-0.530174;-0.276035;1537791;0.629905
-0.026172;0.656209;-0.054810;0.059738;1767226;-0.014481;0.002464;0.692095;0.009797;0.053215;1216585;0.018141;0.156242;0.562011;-0.475888;-0.283470;1568093;-0.582620;0.254539;-0.720096;-0.531844;-0.264216;1540277;0.638293
-0.025057;0.655758;-0.054087;0.059651;1767292;-0.014834;0.002606;0.691931;0.009750;0.053022;1216567;0.018245;0.165858;0.567127;-0.473033;-0.272472;1568765;-0.591148;0.234895;-0.717546;-0.531327;-0.251657;1542801;0.645562
-0.023691;0.655335;-0.053339;0.059587;1767373;-0.015330;0.002667;0.691718;0.009679;0.052776;1216544;0.018410;0.173783;0.571786;-0.470349;-0.261599;1569511;-0.599279;;;;;;
-0.021841;0.654987;-0.052468;0.059545;1767431;-0.015923;0.012286;0.693210;0.012744;0.056193;1215171;0.017524;0.182492;0.576685;-0.467688;-0.250662;1570158;-0.607173;0.239318;-0.709423;-0.542810;-0.229302;1545896;0.660246
-0.019437;0.654885;-0.051336;0.059584;1767463;-0.016462;0.009588;0.691915;0.011256;0.055075;1216210;0.017407;0.192628;0.581212;-0.464114;-0.239166;1570668;-0.614797;0.237756;-0.705846;-0.546282;-0.217632;1546596;0.666692
