WX Head,WY Head,WZ Head,X Head,Y Head,Z Head,WX Torso,WY Torso,WZ Torso,X Torso,Y Torso,Z Torso,WX RArm,WY RArm,WZ RArm,X RArm,Y RArm,Z RArm,WX LArm,WY LArm,WZ LArm,X LArm,Y LArm,Z LArm
0.039312832057476044,-0.16037696599960327,0.010860461741685867,-0.012421220541000366,-0.01780712604522705,0.4552593231201172,0.03894839808344841,-0.007930212654173374,-1.1772286597988568e-05,-0.011418789625167847,-0.012881278991699219,0.32885926961898804,1.3269133567810059,1.097059965133667,0.08571115881204605,0.04651286080479622,-0.12565977871418,0.22041845321655273,-0.9983964562416077,1.0838589668273926,0.05689307674765587,0.047326989471912384,0.10812024772167206,0.22947406768798828
0.03921238332986832,-0.1616387963294983,0.010826660320162773,-0.012463957071304321,-0.017950773239135742,0.45526599884033203,0.03904774785041809,-0.007634423207491636,-9.96022645267658e-05,-0.011353343725204468,-0.012910842895507812,0.3288536071777344,1.3289130926132202,1.0970677137374878,0.08602912724018097,0.04665738344192505,-0.12550829350948334,0.22039003670215607,-0.9979429841041565,1.0838730335235596,0.05719730630517006,0.047478388994932175,0.10826381295919418,0.2294866293668747
0.03941671922802925,-0.16008232533931732,0.01075681485235691,-0.012318819761276245,-0.017849087715148926,0.4552534818649292,0.03921814635396004,-0.0073882886208593845,-8.771062857704237e-05,-0.011556059122085571,-0.012967109680175781,0.32884451746940613,1.329331874847412,1.097298264503479,0.08641494810581207,0.046429343521595,-0.12554538249969482,0.22034750878810883,-0.9961795806884766,1.0854616165161133,0.0591074675321579,0.047108300030231476,0.10829928517341614,0.22941330075263977
0.03960183262825012,-0.16137078404426575,0.010680611245334148,-0.01249036192893982,-0.017926931381225586,0.4552437663078308,0.03874680772423744,-0.0074930256232619286,3.1293318443204043e-06,-0.011153876781463623,-0.013044238090515137,0.32887738943099976,1.328282356262207,1.0972344875335693,0.08556830883026123,0.04685281962156296,-0.12566840648651123,0.22043949365615845,-0.9939426779747009,1.0852872133255005,0.061351191252470016,0.04750677943229675,0.10850057750940323,0.22943714261054993
0.039110854268074036,-0.1615297496318817,0.012379643507301807,-0.01210099458694458,-0.01794445514678955,0.4552788734436035,0.03874680772423744,-0.0074930256232619286,3.1293318443204043e-06,-0.011153876781463623,-0.013044238090515137,0.32887738943099976,1.328282356262207,1.0972344875335693,0.08556830883026123,0.04685281962156296,-0.12566840648651123,0.22043949365615845,-0.9939426779747009,1.0852872133255005,0.061351191252470016,0.04750677943229675,0.10850057750940323,0.22943714261054993
0.03903694823384285,-0.1599852293729782,0.01101670041680336,-0.012129753828048706,-0.017723441123962402,0.45528948307037354,0.03867180645465851,-0.0075414241291582584,0.00010258251859340817,-0.011176973581314087,-0.0128326416015625,0.3288876712322235,1.3290592432022095,1.0957382917404175,0.08658085018396378,0.04698716104030609,-0.12539133429527283,0.220537930727005,-0.9987338781356812,1.0839872360229492,0.056697599589824677,0.04762134701013565,0.1083163172006607,0.22946970164775848
0.03903694823384285,-0.1599852293729782,0.01101670041680336,-0.012129753828048706,-0.017723441123962402,0.45528948307037354,0.03891586884856224,-0.007539224810898304,-9.563837375026196e-05,-0.011321663856506348,-0.012867331504821777,0.3288716971874237,1.3280571699142456,1.095719337463379,0.08685756474733353,0.046804334968328476,-0.125417098402977,0.22048600018024445,-0.9968453645706177,1.0853288173675537,0.058508340269327164,0.04735894501209259,0.1083686351776123,0.22941264510154724
0.03928418830037117,-0.15998566150665283,0.010780919343233109,-0.012275099754333496,-0.01778888702392578,0.4552723169326782,0.03891586884856224,-0.007539224810898304,-9.563837375026196e-05,-0.011321663856506348,-0.012867331504821777,0.3288716971874237,1.3280571699142456,1.095719337463379,0.08685756474733353,0.046804334968328476,-0.125417098402977,0.22048600018024445,-0.9977336525917053,1.0852782726287842,0.05771547183394432,0.04746299237012863,0.10823379456996918,0.22939462959766388
0.03886718675494194,-0.1600557118654251,0.010840092785656452,-0.012188881635665894,-0.01783013343811035,0.4553016722202301,0.03850497305393219,-0.007613732945173979,-9.978107118513435e-05,-0.011225968599319458,-0.01296079158782959,0.3288991153240204,1.3277316093444824,1.0971348285675049,0.08497336506843567,0.0467819944024086,-0.12561725080013275,0.22049547731876373,-0.9977336525917053,1.0852782726287842,0.05771547183394432,0.04746299237012863,0.10823379456996918,0.22939462959766388
0.039148375391960144,-0.16004204750061035,0.010893171653151512,-0.012291371822357178,-0.01753973960876465,0.455282062292099,0.038782406598329544,-0.007597074378281832,-3.993625796283595e-06,-0.01133108139038086,-0.012635111808776855,0.32888084650039673,1.3283406496047974,1.0971276760101318,0.08561326563358307,0.04668615013360977,-0.12525588274002075,0.22044500708580017,-0.9985045194625854,1.0839252471923828,0.056794553995132446,0.047485627233982086,0.10851862281560898,0.22947955131530762
0.039148375391960144,-0.16004204750061035,0.010893171653151512,-0.012291371822357178,-0.01753973960876465,0.455282062292099,0.038702260702848434,-0.007619066629558802,-0.00019935352611355484,-0.011340945959091187,-0.012983202934265137,0.3288823068141937,1.329110860824585,1.095658302307129,0.08632510900497437,0.04679764062166214,-0.12555618584156036,0.22053366899490356,-0.9954283833503723,1.0838130712509155,0.05949536710977554,0.047498155385255814,0.10847113281488419,0.2295144498348236
