Format Version,1.21,Take Name,Torso,Capture Frame Rate,120,Export Frame Rate,30,Capture Start Time,2017-11-27 07.38.10.810 PM,Total Frames in Take,2132,Total Exported Frames,534,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.133333,-0.074124,-0.191232,-0.098271,-0.973796,-0.157298,1.766362,0.057446,0.00052,Empty,Empty,Empty,-0.996175,Empty,Empty,Empty,0.001843,-0.023107,0.113517,0.022369,-0.993016,-0.062896,0.87312,-0.243848,0.000666,-0.316884,0.017768,-0.475713,-0.820345,-0.204664,0.81896,0.241327,0.001293,0.006416,0.064908,-0.010105,-0.99782,-0.081349,0.054133,0.303745,0.001844,-0.006093,-0.064046,-0.006877,0.997905,0.039356,0.0602,-0.255384,0.001775
5,0.166667,-0.074333,-0.19171,-0.098606,-0.973652,-0.157906,1.766273,0.05751,0.000514,Empty,Empty,Empty,-0.996207,Empty,Empty,Empty,0.001853,-0.024802,0.112612,0.023432,-0.993053,-0.063526,0.873176,-0.244404,0.000662,-0.316509,0.015355,-0.473627,-0.821744,-0.205014,0.818869,0.241563,0.001213,0.006419,0.064834,-0.010134,-0.997824,-0.081365,0.054138,0.303725,0.001845,-0.006218,-0.064061,-0.006892,0.997903,0.039352,0.060184,-0.255381,0.001781
6,0.2,-0.074306,-0.192322,-0.098774,-0.973517,-0.158406,1.766225,0.057619,0.00055,Empty,Empty,Empty,-0.996255,Empty,Empty,Empty,0.001865,-0.024105,0.111916,0.022953,-0.99316,-0.064253,0.873225,-0.244877,0.00068,-0.31725,0.015368,-0.473366,-0.821609,-0.20545,0.8189,0.241713,0.001184,0.005436,0.064966,-0.010346,-0.997819,-0.081325,0.054215,0.303653,0.001848,-0.006198,-0.064036,-0.006839,0.997905,0.039341,0.060197,-0.255386,0.001773
7,0.233333,-0.074643,-0.193198,-0.098766,-0.973318,-0.158799,1.766207,0.057746,0.000551,Empty,Empty,Empty,-0.996305,Empty,Empty,Empty,0.001863,-0.024781,0.111179,0.022982,-0.993226,-0.064985,0.873307,-0.245284,0.000739,-0.317564,0.01506,-0.4729,-0.821761,-0.205757,0.818954,0.241826,0.001167,0.005931,0.064879,-0.010362,-0.997822,-0.08133,0.054229,0.303661,0.001873,-0.006135,-0.064031,-0.006849,0.997906,0.03934,0.060197,-0.255391,0.001784
8,0.266667,-0.074606,-0.194478,-0.098073,-0.973136,-0.159207,1.766221,0.057921,0.000361,Empty,Empty,Empty,-0.99635,Empty,Empty,Empty,0.001888,-0.02473,0.110154,0.022446,-0.993353,-0.065754,0.87334,-0.245613,0.000759,-0.318006,0.01418,-0.4723,-0.821951,-0.205961,0.818941,0.24196,0.001194,0.005995,0.064872,-0.010411,-0.997821,-0.081334,0.054235,0.303647,0.001877,-0.006487,-0.064172,-0.006663,0.997896,0.039365,0.060155,-0.255401,0.00182
9,0.3,-0.075276,-0.195254,-0.098343,-0.972902,-0.159533,1.766196,0.057868,0.00052,Empty,Empty,Empty,-0.996398,Empty,Empty,Empty,0.001941,-0.025136,0.109717,0.021679,-0.993409,-0.066309,0.873249,-0.245694,0.000743,-0.318425,0.013233,-0.471813,-0.822085,-0.206053,0.818881,0.242017,0.00119,0.005985,0.064804,-0.010461,-0.997825,-0.081335,0.054245,0.303631,0.001874,-0.006234,-0.063993,-0.006784,0.997908,0.039331,0.060192,-0.255392,0.001782
10,0.333333,-0.075357,-0.195884,-0.09832,-0.972771,-0.159965,1.766172,0.057891,0.000522,Empty,Empty,Empty,-0.996432,Empty,Empty,Empty,0.001913,-0.025515,0.109043,0.021383,-0.993479,-0.066801,0.87312,-0.245669,0.000735,-0.31862,0.012472,-0.47122,-0.822361,-0.206049,0.818793,0.241993,0.001174,0.005685,0.064875,-0.010577,-0.997821,-0.081304,0.054287,0.303593,0.001908,-0.006172,-0.063967,-0.006769,0.99791,0.039321,0.060199,-0.255388,0.001778
11,0.366667,-0.075137,-0.196218,-0.098323,-0.972721,-0.160472,1.766124,0.057896,0.000527,Empty,Empty,Empty,-0.996462,Empty,Empty,Empty,0.001903,-0.025105,0.107999,0.02073,-0.993618,-0.067242,0.872995,-0.245502,0.000705,-0.318728,0.011659,-0.470467,-0.822762,-0.206026,0.818709,0.241878,0.00118,0.005695,0.064845,-0.010619,-0.997823,-0.081308,0.054297,0.303579,0.001908,-0.005954,-0.063961,-0.006711,0.997912,0.039306,0.060214,-0.255386,0.001785
12,0.4,-0.074746,-0.19688,-0.098006,-0.972649,-0.161082,1.76609,0.057938,0.000359,Empty,Empty,Empty,-0.996485,Empty,Empty,Empty,0.001947,-0.023824,0.107656,0.021126,-0.993678,-0.067735,0.872836,-0.245298,0.00074,-0.318647,0.010559,-0.468914,-0.823694,-0.206108,0.818645,0.241727,0.001229,0.00562,0.06478,-0.010673,-0.997827,-0.081318,0.054306,0.303569,0.00191,-0.005894,-0.063949,-0.006638,0.997914,0.039295,0.060222,-0.255388,0.001783
13,0.433333,-0.075324,-0.197,-0.098711,-0.972509,-0.161644,1.765995,0.057757,0.000501,Empty,Empty,Empty,-0.996494,Empty,Empty,Empty,0.00197,-0.024596,0.107212,0.021484,-0.9937,-0.068046,0.872738,-0.245173,0.000703,-0.319063,0.010013,-0.46812,-0.823991,-0.206205,0.818509,0.241516,0.001202,0.005568,0.064774,-0.010749,-0.997827,-0.081323,0.054318,0.303566,0.00191,-0.006208,-0.064172,-0.006453,0.997899,0.039323,0.060176,-0.255389,0.001822
14,0.466667,-0.075143,-0.197035,-0.099172,-0.972469,-0.162264,1.765894,0.057671,0.000533,Empty,Empty,Empty,-0.996487,Empty,Empty,Empty,0.001962,-0.025399,0.107542,0.022147,-0.993629,-0.068235,0.872644,-0.245055,0.000716,-0.318237,0.010043,-0.467504,-0.82466,-0.206553,0.81847,0.2414,0.001245,0.005669,0.064704,-0.010816,-0.99783,-0.081324,0.05432,0.303549,0.001912,-0.005925,-0.064048,-0.006575,0.997908,0.039285,0.060224,-0.255369,0.00178
15,0.5,-0.075064,-0.196929,-0.099456,-0.972468,-0.162871,1.765799,0.057636,0.000554,Empty,Empty,Empty,-0.996277,Empty,Empty,Empty,0.002405,-0.025716,0.107488,0.022129,-0.993627,-0.0684,0.872634,-0.245047,0.000708,-0.318291,0.008686,-0.467225,-0.824813,-0.207139,0.818467,0.241412,0.001298,0.00544,0.064844,-0.010868,-0.997821,-0.081353,0.054341,0.303528,0.001929,-0.005792,-0.06408,-0.006499,0.997907,0.039278,0.06024,-0.25536,0.001783
16,0.533333,-0.075192,-0.197026,-0.099707,-0.972412,-0.163445,1.765716,0.057649,0.000547,Empty,Empty,Empty,-0.996258,Empty,Empty,Empty,0.002382,-0.024876,0.10752,0.021379,-0.993662,-0.068533,0.872672,-0.245137,0.000701,-0.317478,0.00831,-0.467225,-0.82513,-0.207973,0.818517,0.241379,0.001151,0.00547,0.064635,-0.011003,-0.997833,-0.081357,0.054356,0.303528,0.001925,-0.005785,-0.06414,-0.006465,0.997903,0.039273,0.060239,-0.255356,0.001783
17,0.566667,-0.075394,-0.197133,-0.099909,-0.972354,-0.16391,1.765635,0.057743,0.000532,Empty,Empty,Empty,-0.996231,Empty,Empty,Empty,0.002393,-0.024923,0.107868,0.021321,-0.993624,-0.068576,0.872707,-0.245267,0.000693,-0.31704,0.008411,-0.463769,-0.827244,-0.209095,0.818566,0.241491,0.001195,0.005523,0.064544,-0.011142,-0.997837,-0.081371,0.054378,0.303504,0.001923,-0.005774,-0.06419,-0.006416,0.9979,0.039269,0.060242,-0.255347,0.001779
18,0.6,-0.075536,-0.19702,-0.099968,-0.97236,-0.164283,1.76558,0.057845,0.000527,Empty,Empty,Empty,-0.996195,Empty,Empty,Empty,0.002394,-0.025217,0.108053,0.020903,-0.993605,-0.068526,0.87275,-0.245426,0.000689,-0.316188,0.009305,-0.464067,-0.827394,-0.210372,0.818783,0.241694,0.001166,0.005486,0.0645,-0.011271,-0.997839,-0.081387,0.054398,0.303482,0.001929,-0.005759,-0.064255,-0.006408,0.997896,0.039268,0.060242,-0.255342,0.001777
19,0.633333,-0.075785,-0.197042,-0.100006,-0.972332,-0.164567,1.765548,0.057921,0.000533,Empty,Empty,Empty,-0.996331,Empty,Empty,Empty,0.001927,-0.02544,0.108814,0.020777,-0.993519,-0.068387,0.872737,-0.245553,0.00074,-0.314663,0.008596,-0.462048,-0.829111,-0.211613,0.819024,0.241933,0.001136,0.005388,0.064421,-0.011403,-0.997843,-0.081414,0.054417,0.303467,0.001934,-0.005888,-0.064278,-0.00638,0.997894,0.039262,0.060241,-0.255343,0.001783
20,0.666667,-0.075869,-0.196997,-0.100012,-0.972334,-0.164735,1.765523,0.057941,0.000544,Empty,Empty,Empty,-0.996281,Empty,Empty,Empty,0.00193,-0.025467,0.109393,0.020775,-0.993455,-0.068231,0.872743,-0.24562,0.000738,-0.313504,0.007787,-0.461954,-0.829611,-0.212873,0.819422,0.242215,0.001187,0.005447,0.064362,-0.011552,-0.997845,-0.081431,0.054448,0.303439,0.001939,-0.005888,-0.064337,-0.006404,0.99789,0.03925,0.060249,-0.25535,0.00175
21,0.7,-0.075877,-0.196834,-0.100009,-0.972367,-0.164815,1.765513,0.057888,0.000548,Empty,Empty,Empty,-0.996226,Empty,Empty,Empty,0.00193,-0.025463,0.110246,0.021164,-0.993353,-0.068043,0.872732,-0.245631,0.000753,-0.313186,0.008738,-0.460661,-0.830439,-0.213898,0.819614,0.242388,0.001277,0.00535,0.064303,-0.011611,-0.997849,-0.081455,0.054469,0.303428,0.00194,-0.005448,-0.064395,-0.006263,0.99789,0.039241,0.060276,-0.255318,0.001813
22,0.733333,-0.07595,-0.196571,-0.100065,-0.972408,-0.164787,1.765513,0.057792,0.000551,Empty,Empty,Empty,-0.996168,Empty,Empty,Empty,0.001912,-0.025258,0.111319,0.021273,-0.993236,-0.067835,0.872721,-0.245578,0.000743,-0.312955,0.008824,-0.460861,-0.830415,-0.214539,0.819784,0.24255,0.001299,0.005329,0.064281,-0.01176,-0.997848,-0.081476,0.054484,0.30341,0.001946,-0.005339,-0.064589,-0.006064,0.997879,0.039249,0.060231,-0.255352,0.001816
23,0.766667,-0.075876,-0.195967,-0.099921,-0.972551,-0.164643,1.765535,0.057639,0.000547,Empty,Empty,Empty,-0.996113,Empty,Empty,Empty,0.001893,-0.025633,0.112128,0.021109,-0.993139,-0.067558,0.872697,-0.245504,0.000729,-0.312363,0.009183,-0.461342,-0.830367,-0.214921,0.819831,0.24253,0.001206,0.005215,0.064206,-0.011867,-0.997852,-0.081502,0.054502,0.303405,0.001947,-0.005359,-0.064452,-0.006238,0.997887,0.039229,0.060278,-0.255322,0.001782
24,0.8,-0.075737,-0.195544,-0.099687,-0.972671,-0.164428,1.765564,0.057439,0.000548,Empty,Empty,Empty,-0.996063,Empty,Empty,Empty,0.001886,-0.02664,0.112762,0.021991,-0.993021,-0.067243,0.872612,-0.245361,0.000727,-0.312182,0.010326,-0.462188,-0.829951,-0.214898,0.819792,0.24229,0.001266,0.005289,0.064162,-0.011922,-0.997854,-0.081516,0.054518,0.303392,0.001945,-0.005443,-0.064499,-0.006245,0.997883,0.039232,0.06025,-0.255352,0.001751
25,0.833333,-0.075641,-0.195116,-0.099542,-0.972779,-0.164176,1.765581,0.057218,0.00055,Empty,Empty,Empty,-0.99603,Empty,Empty,Empty,0.00189,-0.026748,0.113829,0.021957,-0.992898,-0.066897,0.872547,-0.245136,0.000706,-0.31274,0.010925,-0.462514,-0.829551,-0.214653,0.819696,0.241937,0.001324,0.004869,0.063969,-0.012061,-0.997867,-0.081582,0.054575,0.303364,0.001944,-0.005247,-0.064671,-0.005984,0.997875,0.039243,0.06024,-0.255338,0.001814
26,0.866667,-0.075429,-0.194838,-0.099636,-0.972842,-0.163896,1.765596,0.057026,0.000558,Empty,Empty,Empty,-0.996005,Empty,Empty,Empty,0.001892,-0.026044,0.113446,0.021695,-0.992966,-0.066579,0.87245,-0.244904,0.000722,-0.312323,0.011457,-0.462159,-0.829899,-0.214278,0.819632,0.241395,0.001255,0.004729,0.063999,-0.012233,-0.997864,-0.081567,0.05456,0.303396,0.001954,-0.004917,-0.064541,-0.00613,0.997884,0.039212,0.060279,-0.255313,0.001767
27,0.9,-0.075212,-0.194627,-0.099586,-0.972906,-0.163592,1.765628,0.056856,0.000546,Empty,Empty,Empty,-0.995992,Empty,Empty,Empty,0.001885,-0.025941,0.113207,0.021481,-0.993,-0.066231,0.872326,-0.244696,0.00074,-0.312245,0.012439,-0.464314,-0.828711,-0.213707,0.819551,0.240839,0.001272,0.00467,0.063923,-0.012109,-0.99787,-0.081609,0.05459,0.303375,0.001933,-0.005313,-0.064539,-0.006182,0.997882,0.03921,0.060289,-0.255303,0.001768
28,0.933333,-0.074745,-0.194483,-0.099712,-0.972958,-0.163247,1.765641,0.056789,0.000557,Empty,Empty,Empty,-0.995992,Empty,Empty,Empty,0.001857,-0.026912,0.11349,0.022281,-0.992925,-0.065849,0.87215,-0.244437,0.000748,-0.313458,0.012896,-0.465484,-0.827588,-0.212805,0.819358,0.240248,0.001305,0.004754,0.063908,-0.012085,-0.997871,-0.081617,0.054579,0.303376,0.001932,-0.004891,-0.064537,-0.006114,0.997885,0.039201,0.060288,-0.255313,0.001766
29,0.966667,-0.074701,-0.194573,-0.099868,-0.972927,-0.162832,1.765648,0.05689,0.000556,Empty,Empty,Empty,-0.996014,Empty,Empty,Empty,0.00186,-0.026442,0.113752,0.022658,-0.992899,-0.06567,0.871991,-0.244168,0.000694,-0.316478,0.01391,-0.468244,-0.824861,-0.211667,0.819044,0.239651,0.001112,0.004657,0.064007,-0.012206,-0.997864,-0.081584,0.054552,0.30341,0.001944,-0.005334,-0.064503,-0.006174,0.997884,0.039216,0.060295,-0.255305,0.00177
30,1,-0.074915,-0.195227,-0.099811,-0.972786,-0.162324,1.765665,0.057098,0.000533,Empty,Empty,Empty,-0.996051,Empty,Empty,Empty,0.001875,-0.026807,0.113987,0.022638,-0.992863,-0.065599,0.871822,-0.243994,0.000691,-0.316855,0.014229,-0.469872,-0.823785,-0.210596,0.818857,0.239362,0.001271,0.004889,0.064162,-0.012004,-0.997855,-0.081547,0.054515,0.303429,0.001939,-0.005326,-0.064449,-0.006235,0.997887,0.039222,0.060253,-0.25535,0.001757
31,1.033333,-0.074976,-0.196183,-0.099535,-0.972617,-0.161764,1.765709,0.05734,0.000499,Empty,Empty,Empty,-0.996105,Empty,Empty,Empty,0.001851,-0.029918,0.111224,0.021144,-0.99312,-0.065867,0.871957,-0.244216,0.000743,-0.316393,0.014389,-0.470898,-0.823373,-0.209221,0.818639,0.239306,0.001255,0.005376,0.064113,-0.011795,-0.997858,-0.081565,0.05445,0.303467,0.001907,-0.005424,-0.064387,-0.006244,0.997891,0.039228,0.060282,-0.255321,0.001813
32,1.066667,-0.075282,-0.197368,-0.09917,-0.972391,-0.161123,1.765801,0.057665,0.000505,Empty,Empty,Empty,-0.996175,Empty,Empty,Empty,0.001847,-0.029775,0.112302,0.020845,-0.993009,-0.066366,0.872257,-0.244731,0.00075,-0.317188,0.01326,-0.471573,-0.8227,-0.208179,0.818571,0.239529,0.001413,0.005292,0.064162,-0.011704,-0.997857,-0.081553,0.054433,0.303484,0.001908,-0.0058,-0.064334,-0.006388,0.997891,0.039248,0.060259,-0.255358,0.001755
33,1.1,-0.075336,-0.198248,-0.099034,-0.972221,-0.160438,1.765866,0.058082,0.000534,Empty,Empty,Empty,-0.996259,Empty,Empty,Empty,0.001866,-0.028994,0.114582,0.022162,-0.992743,-0.066875,0.872566,-0.245056,0.000724,-0.317029,0.012867,-0.471064,-0.823059,-0.207113,0.81851,0.240021,0.001261,0.005022,0.064306,-0.011674,-0.997849,-0.081503,0.054454,0.303471,0.001933,-0.005721,-0.064254,-0.00642,0.997897,0.039253,0.060249,-0.255356,0.001788
34,1.133333,-0.075907,-0.199153,-0.098889,-0.972007,-0.15981,1.765904,0.058556,0.0005,Empty,Empty,Empty,-0.996349,Empty,Empty,Empty,0.001872,-0.027631,0.110951,0.022179,-0.993194,-0.067451,0.872856,-0.24504,0.000748,-0.31699,0.012959,-0.47189,-0.822599,-0.205966,0.818588,0.240717,0.001262,0.005138,0.06437,-0.011538,-0.997846,-0.081488,0.054435,0.303478,0.001929,-0.005767,-0.064224,-0.00649,0.997898,0.039264,0.060246,-0.255355,0.001788
35,1.166667,-0.07637,-0.200758,-0.098975,-0.971632,-0.159275,1.765887,0.059111,0.000516,Empty,Empty,Empty,-0.996432,Empty,Empty,Empty,0.001865,-0.027274,0.109397,0.022974,-0.993358,-0.06787,0.873041,-0.244898,0.000732,-0.31651,0.01151,-0.471292,-0.823148,-0.205132,0.818748,0.241476,0.001218,0.005195,0.064424,-0.011479,-0.997843,-0.081467,0.054417,0.303492,0.00193,-0.005857,-0.064152,-0.006527,0.997902,0.039269,0.060243,-0.255368,0.001791
36,1.2,-0.076711,-0.202348,-0.099166,-0.971255,-0.158849,1.765829,0.059711,0.000509,Empty,Empty,Empty,-0.996553,Empty,Empty,Empty,0.001234,-0.026534,0.108215,0.022924,-0.993509,-0.068001,0.873047,-0.244644,0.000734,-0.31793,0.010762,-0.470178,-0.823248,-0.204334,0.818902,0.242447,0.001296,0.005165,0.064405,-0.011362,-0.997846,-0.081459,0.054403,0.303499,0.001928,-0.005845,-0.06408,-0.006562,0.997906,0.039274,0.060227,-0.255373,0.001793
37,1.233333,-0.077465,-0.204057,-0.099599,-0.970794,-0.158417,1.76574,0.060335,0.000492,Empty,Empty,Empty,-0.996637,Empty,Empty,Empty,0.001268,-0.026589,0.106188,0.022322,-0.99374,-0.067985,0.873035,-0.244344,0.000733,-0.317001,0.008349,-0.468537,-0.824569,-0.203647,0.818948,0.243488,0.001367,0.005669,0.064303,-0.011157,-0.997852,-0.081478,0.054349,0.303528,0.001894,-0.005918,-0.064043,-0.006638,0.997908,0.039284,0.060225,-0.255384,0.001793
38,1.266667,-0.077692,-0.205288,-0.099986,-0.970476,-0.157931,1.765674,0.060904,0.00053,Empty,Empty,Empty,-0.99666,Empty,Empty,Empty,0.001809,-0.026169,0.104747,0.021847,-0.993914,-0.067863,0.873022,-0.244019,0.000809,-0.316882,0.008306,-0.467581,-0.825158,-0.202851,0.819042,0.244413,0.001307,0.005377,0.064466,-0.011171,-0.997843,-0.081433,0.05437,0.303508,0.00192,-0.006,-0.063997,-0.006662,0.99791,0.039292,0.06022,-0.255389,0.00179
39,1.3,-0.078083,-0.206698,-0.10018,-0.970125,-0.157427,1.765638,0.061388,0.000513,Empty,Empty,Empty,-0.996709,Empty,Empty,Empty,0.001782,-0.025562,0.104504,0.021995,-0.993953,-0.067646,0.873008,-0.243726,0.000813,-0.317264,0.008194,-0.46877,-0.824337,-0.202151,0.819243,0.24523,0.001277,0.005418,0.064518,-0.011078,-0.99784,-0.081415,0.054356,0.303516,0.001922,-0.006002,-0.063924,-0.006712,0.997914,0.039298,0.060212,-0.255396,0.001794
40,1.333333,-0.078565,-0.207502,-0.100381,-0.969894,-0.156935,1.765614,0.061777,0.000484,Empty,Empty,Empty,-0.996796,Empty,Empty,Empty,0.001296,-0.025276,0.103892,0.021946,-0.994025,-0.067419,0.873069,-0.243582,0.000815,-0.316574,0.008174,-0.469442,-0.82422,-0.20153,0.819332,0.245958,0.001258,0.005421,0.064519,-0.011002,-0.997841,-0.081408,0.054343,0.303535,0.001913,-0.00597,-0.063921,-0.006736,0.997914,0.039295,0.060213,-0.2554,0.001793
41,1.366667,-0.078757,-0.207828,-0.100475,-0.969799,-0.156465,1.765593,0.062096,0.000475,Empty,Empty,Empty,-0.996747,Empty,Empty,Empty,0.001737,-0.026169,0.103309,0.02238,-0.994053,-0.067167,0.873204,-0.243523,0.0008,-0.315903,0.006563,-0.469555,-0.824427,-0.200985,0.819581,0.246544,0.001351,0.00545,0.064592,-0.010939,-0.997837,-0.081397,0.054321,0.303542,0.001917,-0.005975,-0.063904,-0.006747,0.997915,0.0393,0.060205,-0.255398,0.001801
42,1.4,-0.078301,-0.208143,-0.100357,-0.96978,-0.156051,1.765574,0.062477,0.000329,Empty,Empty,Empty,-0.996829,Empty,Empty,Empty,0.001321,-0.026012,0.103093,0.022809,-0.99407,-0.066951,0.873383,-0.243491,0.000777,-0.315881,0.006389,-0.469006,-0.82475,-0.200486,0.819651,0.246937,0.001366,0.005339,0.064626,-0.010884,-0.997836,-0.081396,0.054317,0.303564,0.00191,-0.006002,-0.063874,-0.006755,0.997917,0.039298,0.060216,-0.255402,0.001796
43,1.433333,-0.078224,-0.208199,-0.100896,-0.969719,-0.155643,1.765514,0.062753,0.00035,Empty,Empty,Empty,-0.99682,Empty,Empty,Empty,0.001329,-0.02577,0.102692,0.022987,-0.994114,-0.066689,0.873598,-0.24346,0.000756,-0.315398,0.006183,-0.467964,-0.825527,-0.200033,0.819568,0.247116,0.001293,0.00515,0.064881,-0.010794,-0.997821,-0.081394,0.054309,0.303574,0.001921,-0.006221,-0.064025,-0.006621,0.997907,0.039329,0.060176,-0.25541,0.001828
