Format Version,1.21,Take Name,Torso,Capture Frame Rate,120,Export Frame Rate,30,Capture Start Time,2017-11-27 07.38.10.810 PM,Total Frames in Take,2132,Total Exported Frames,534,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3.666667,-0.088273,-0.211054,-0.118708,-0.966216,-0.170617,1.761837,0.069315,0.000564,Empty,Empty,Empty,-0.99675,Empty,Empty,Empty,0.001815,-0.027633,0.101784,0.020585,-0.99421,-0.072892,0.873723,-0.245409,0.000703,-0.319075,0.007812,-0.465935,-0.825248,-0.208664,0.816813,0.242677,0.00115,0.004843,0.063838,-0.01203,-0.997876,-0.081603,0.054564,0.303356,0.001943,-0.004795,-0.064399,-0.005669,0.997897,0.039127,0.060327,-0.255322,0.00181
111,3.7,-0.088214,-0.211182,-0.118655,-0.966199,-0.169882,1.761864,0.069604,0.000533,Empty,Empty,Empty,-0.996792,Empty,Empty,Empty,0.001806,-0.027286,0.102045,0.020986,-0.994184,-0.07259,0.873736,-0.245372,0.000721,-0.319996,0.008258,-0.465626,-0.825062,-0.208004,0.816845,0.243172,0.001132,0.004903,0.063861,-0.011999,-0.997875,-0.081601,0.054558,0.303354,0.001942,-0.004773,-0.064328,-0.005709,0.997901,0.039126,0.060324,-0.255322,0.001811
112,3.733333,-0.088444,-0.211838,-0.118345,-0.966073,-0.169002,1.761931,0.069926,0.000524,Empty,Empty,Empty,-0.996866,Empty,Empty,Empty,0.001209,-0.027297,0.101417,0.021029,-0.994247,-0.072455,0.87393,-0.245345,0.000719,-0.319739,0.007935,-0.46554,-0.825213,-0.20727,0.816949,0.243609,0.001277,0.004876,0.06386,-0.011962,-0.997875,-0.0816,0.054544,0.303366,0.001942,-0.004824,-0.0643,-0.005771,0.997902,0.039136,0.060318,-0.255332,0.001804
113,3.766667,-0.088918,-0.212526,-0.118018,-0.965918,-0.168097,1.762006,0.070297,0.000545,Empty,Empty,Empty,-0.99691,Empty,Empty,Empty,0.001264,-0.02651,0.100498,0.020699,-0.994369,-0.07241,0.874161,-0.245311,0.000786,-0.319162,0.007215,-0.465587,-0.825417,-0.206693,0.817131,0.243948,0.001353,0.005205,0.064062,-0.011719,-0.997864,-0.081559,0.054507,0.303392,0.001931,-0.00492,-0.06427,-0.005819,0.997903,0.039146,0.060314,-0.255342,0.00181
114,3.8,-0.089051,-0.212862,-0.117607,-0.965882,-0.167125,1.762077,0.070605,0.000517,Empty,Empty,Empty,-0.996946,Empty,Empty,Empty,0.001286,-0.027954,0.099551,0.021157,-0.994415,-0.072281,0.874324,-0.24528,0.000765,-0.320189,0.006176,-0.466089,-0.824744,-0.206184,0.817347,0.244419,0.00128,0.005086,0.064162,-0.011704,-0.997858,-0.081534,0.054458,0.303444,0.001935,-0.004887,-0.064177,-0.005942,0.997909,0.039163,0.060292,-0.255341,0.001831
115,3.833333,-0.089205,-0.213585,-0.117295,-0.965746,-0.166195,1.762159,0.070742,0.000505,Empty,Empty,Empty,-0.996981,Empty,Empty,Empty,0.001321,-0.027902,0.099087,0.021286,-0.99446,-0.072111,0.874401,-0.245236,0.000759,-0.319627,0.006352,-0.465264,-0.825426,-0.205671,0.817437,0.244619,0.001133,0.005095,0.064288,-0.011533,-0.997852,-0.081506,0.054421,0.303488,0.001931,-0.004946,-0.064151,-0.006023,0.99791,0.039183,0.060283,-0.255344,0.001833
116,3.866667,-0.088827,-0.213636,-0.116943,-0.965813,-0.165276,1.762244,0.070813,0.000551,Empty,Empty,Empty,-0.997012,Empty,Empty,Empty,0.001318,-0.027129,0.098031,0.020606,-0.9946,-0.071868,0.874446,-0.245127,0.000745,-0.319632,0.005647,-0.464149,-0.826057,-0.205101,0.817449,0.24481,0.001096,0.005407,0.064269,-0.011229,-0.997855,-0.081515,0.054344,0.303553,0.001894,-0.00533,-0.064058,-0.00617,0.997913,0.039204,0.060295,-0.25535,0.001834
117,3.9,-0.088927,-0.213742,-0.116618,-0.965819,-0.164335,1.762334,0.070899,0.000554,Empty,Empty,Empty,-0.997047,Empty,Empty,Empty,0.001326,-0.027052,0.098137,0.020886,-0.994586,-0.071659,0.87452,-0.245002,0.000758,-0.319429,0.004735,-0.464487,-0.825951,-0.204438,0.817413,0.245059,0.001186,0.005414,0.064445,-0.011,-0.997846,-0.081486,0.054306,0.303594,0.00189,-0.005734,-0.064001,-0.006343,0.997913,0.039233,0.060258,-0.255377,0.001803
118,3.933333,-0.089034,-0.213874,-0.115971,-0.965858,-0.163406,1.762466,0.070976,0.000516,Empty,Empty,Empty,-0.997074,Empty,Empty,Empty,0.001305,-0.026926,0.097637,0.021276,-0.99463,-0.071472,0.874577,-0.244906,0.000755,-0.318192,0.003675,-0.465447,-0.825893,-0.203773,0.817443,0.245355,0.001248,0.005476,0.064532,-0.010842,-0.997842,-0.081457,0.054281,0.303616,0.001879,-0.005752,-0.063928,-0.006402,0.997917,0.039244,0.060249,-0.25538,0.001808
119,3.966667,-0.088478,-0.214472,-0.115118,-0.965878,-0.162472,1.762619,0.071189,0.00036,Empty,Empty,Empty,-0.997112,Empty,Empty,Empty,0.001297,-0.026657,0.097471,0.021522,-0.994649,-0.071264,0.874592,-0.244829,0.000756,-0.318257,0.002881,-0.466527,-0.825261,-0.203074,0.817482,0.245462,0.001273,0.005512,0.064603,-0.010681,-0.997839,-0.081436,0.054265,0.303641,0.001879,-0.005783,-0.063869,-0.006419,0.997921,0.03924,0.060251,-0.25538,0.001808
120,4,-0.088585,-0.21524,-0.11469,-0.965749,-0.161622,1.762775,0.071307,0.000367,Empty,Empty,Empty,-0.997157,Empty,Empty,Empty,0.001316,-0.026318,0.096206,0.021127,-0.994789,-0.07115,0.874648,-0.244705,0.00074,-0.318229,0.002156,-0.466285,-0.825412,-0.202303,0.817607,0.245622,0.001281,0.00533,0.06481,-0.010606,-0.997827,-0.081422,0.05426,0.303627,0.001895,-0.005716,-0.063824,-0.006428,0.997924,0.039242,0.060253,-0.25538,0.001802
121,4.033333,-0.089556,-0.215789,-0.114592,-0.965548,-0.160805,1.762923,0.071308,0.00052,Empty,Empty,Empty,-0.997197,Empty,Empty,Empty,0.001288,-0.026633,0.095687,0.021606,-0.994821,-0.071201,0.874701,-0.244548,0.000708,-0.319482,0.002826,-0.467391,-0.824299,-0.201762,0.817738,0.245787,0.001244,0.005572,0.06459,-0.010599,-0.99784,-0.081404,0.054236,0.303642,0.00188,-0.005654,-0.063791,-0.006409,0.997927,0.039246,0.060253,-0.255387,0.001804
122,4.066667,-0.089389,-0.216571,-0.114209,-0.965434,-0.160095,1.76303,0.071325,0.000554,Empty,Empty,Empty,-0.997236,Empty,Empty,Empty,0.001296,-0.027615,0.094623,0.022325,-0.99488,-0.071274,0.874684,-0.244351,0.000686,-0.320926,0.004202,-0.469106,-0.822757,-0.201305,0.817969,0.246035,0.00129,0.005618,0.064648,-0.010571,-0.997836,-0.081401,0.054236,0.303644,0.001881,-0.005609,-0.063763,-0.00642,0.997929,0.039242,0.060254,-0.255386,0.001805
123,4.1,-0.08877,-0.217471,-0.113756,-0.965343,-0.159641,1.7631,0.071335,0.000372,Empty,Empty,Empty,-0.997266,Empty,Empty,Empty,0.001311,-0.027571,0.093607,0.022082,-0.994982,-0.071363,0.874631,-0.244231,0.000676,-0.321557,0.004451,-0.468141,-0.823059,-0.200969,0.818179,0.246258,0.00125,0.005535,0.064624,-0.01055,-0.997839,-0.08141,0.054239,0.30365,0.001877,-0.005711,-0.063749,-0.006444,0.997929,0.039243,0.060248,-0.255378,0.001808
124,4.133333,-0.088715,-0.217786,-0.113938,-0.965255,-0.159252,1.763124,0.071168,0.000348,Empty,Empty,Empty,-0.997286,Empty,Empty,Empty,0.001333,-0.027477,0.092778,0.021946,-0.995066,-0.071443,0.874582,-0.244162,0.000671,-0.32243,0.004278,-0.467591,-0.82303,-0.200632,0.818413,0.246522,0.001245,0.005639,0.064617,-0.010533,-0.997839,-0.081405,0.054234,0.303656,0.001874,-0.005728,-0.063767,-0.006468,0.997927,0.039251,0.060247,-0.255378,0.001805
125,4.166667,-0.088402,-0.217658,-0.114018,-0.965303,-0.158835,1.763164,0.070876,0.00035,Empty,Empty,Empty,-0.997293,Empty,Empty,Empty,0.001375,-0.027357,0.092558,0.022375,-0.99508,-0.07151,0.874574,-0.244139,0.000676,-0.321506,0.003891,-0.467528,-0.82343,-0.200269,0.818614,0.246789,0.00135,0.005519,0.06486,-0.010475,-0.997824,-0.081408,0.054222,0.303643,0.001888,-0.005765,-0.063774,-0.006495,0.997927,0.03926,0.06024,-0.255387,0.001798
126,4.2,-0.088046,-0.217545,-0.113762,-0.965391,-0.158404,1.76324,0.070483,0.000344,Empty,Empty,Empty,-0.997286,Empty,Empty,Empty,0.001343,-0.027077,0.092905,0.022944,-0.995042,-0.071497,0.874584,-0.244141,0.000675,-0.321259,0.003385,-0.467954,-0.823286,-0.199989,0.818766,0.247024,0.001366,0.005698,0.064688,-0.010482,-0.997834,-0.081398,0.054223,0.303664,0.001876,-0.005771,-0.063749,-0.006504,0.997928,0.039255,0.060235,-0.255387,0.001802
127,4.233333,-0.087981,-0.216612,-0.113921,-0.965588,-0.157951,1.763334,0.069971,0.000558,Empty,Empty,Empty,-0.997266,Empty,Empty,Empty,0.001309,-0.026649,0.093968,0.023492,-0.994941,-0.071303,0.874501,-0.244105,0.000686,-0.320027,0.003146,-0.467248,-0.824167,-0.199763,0.818854,0.247283,0.001302,0.005587,0.064691,-0.010422,-0.997835,-0.08139,0.054213,0.303666,0.001872,-0.005359,-0.063719,-0.006429,0.997933,0.039237,0.060267,-0.255368,0.001833
128,4.266667,-0.087658,-0.215871,-0.113552,-0.965827,-0.157592,1.763439,0.069593,0.00055,Empty,Empty,Empty,-0.99725,Empty,Empty,Empty,0.001301,-0.026512,0.09428,0.023658,-0.994911,-0.071011,0.874385,-0.244033,0.000683,-0.320344,0.004196,-0.467601,-0.82384,-0.199636,0.818957,0.247421,0.00128,0.005642,0.064685,-0.010371,-0.997836,-0.081383,0.054212,0.303665,0.001877,-0.005845,-0.063748,-0.006522,0.997928,0.039258,0.060237,-0.255391,0.00181
129,4.3,-0.087002,-0.215681,-0.112992,-0.965994,-0.15729,1.763541,0.069374,0.000381,Empty,Empty,Empty,-0.997232,Empty,Empty,Empty,0.001271,-0.025627,0.094345,0.023156,-0.99494,-0.070595,0.874209,-0.243898,0.000703,-0.319982,0.004417,-0.467596,-0.823982,-0.19961,0.819058,0.247504,0.001379,0.005729,0.064712,-0.010414,-0.997833,-0.081379,0.05421,0.303668,0.001874,-0.005812,-0.063711,-0.00653,0.99793,0.039253,0.060234,-0.255392,0.001803
130,4.333333,-0.08734,-0.215361,-0.113218,-0.966009,-0.156947,1.76361,0.068987,0.000555,Empty,Empty,Empty,-0.997217,Empty,Empty,Empty,0.001242,-0.024917,0.095529,0.022706,-0.994856,-0.070145,0.873976,-0.243747,0.000773,-0.319794,0.004421,-0.467359,-0.824189,-0.199672,0.819198,0.247501,0.001366,0.005702,0.064675,-0.010419,-0.997836,-0.081385,0.054214,0.303664,0.001875,-0.0058,-0.063719,-0.006482,0.99793,0.03925,0.060237,-0.255394,0.001806
131,4.366667,-0.086869,-0.21557,-0.11275,-0.966059,-0.156729,1.763668,0.06884,0.000349,Empty,Empty,Empty,-0.9972,Empty,Empty,Empty,0.001216,-0.02561,0.095838,0.023527,-0.994789,-0.069697,0.873741,-0.243673,0.000707,-0.319447,0.003736,-0.466583,-0.824767,-0.199766,0.819296,0.247418,0.0013,0.005695,0.064654,-0.010438,-0.997837,-0.081385,0.054208,0.303666,0.001874,-0.005746,-0.063718,-0.006516,0.99793,0.039248,0.060238,-0.255393,0.001801
132,4.4,-0.086928,-0.215314,-0.112659,-0.966122,-0.156484,1.763719,0.068612,0.000334,Empty,Empty,Empty,-0.997185,Empty,Empty,Empty,0.001221,-0.025927,0.096316,0.023302,-0.99474,-0.069353,0.873615,-0.243639,0.000695,-0.319278,0.003789,-0.466206,-0.825045,-0.199865,0.819411,0.247254,0.001314,0.005672,0.064685,-0.01043,-0.997835,-0.081391,0.054221,0.303663,0.001873,-0.005788,-0.063746,-0.006483,0.997928,0.039249,0.060237,-0.255391,0.001802
133,4.433333,-0.08745,-0.214742,-0.112829,-0.966182,-0.156185,1.76379,0.068286,0.000499,Empty,Empty,Empty,-0.997162,Empty,Empty,Empty,0.001182,-0.025912,0.097037,0.023584,-0.994664,-0.069134,0.873516,-0.243625,0.000691,-0.319115,0.00407,-0.466088,-0.825173,-0.19993,0.819472,0.24706,0.001313,0.005486,0.064893,-0.010435,-0.997823,-0.081401,0.05422,0.303653,0.001887,-0.005752,-0.063772,-0.006493,0.997927,0.039247,0.060244,-0.25538,0.001796
134,4.466667,-0.087274,-0.214027,-0.11257,-0.966387,-0.155857,1.763875,0.068104,0.000508,Empty,Empty,Empty,-0.997133,Empty,Empty,Empty,0.001138,-0.02598,0.097841,0.023961,-0.994574,-0.068982,0.873451,-0.243635,0.000692,-0.318754,0.004303,-0.466015,-0.825353,-0.199988,0.81952,0.246817,0.001399,0.005584,0.06471,-0.01046,-0.997834,-0.081395,0.054213,0.303671,0.001871,-0.005739,-0.063749,-0.006482,0.997929,0.039249,0.060237,-0.255387,0.001808
135,4.5,-0.087078,-0.213528,-0.112267,-0.96655,-0.155534,1.763987,0.067948,0.000504,Empty,Empty,Empty,-0.997051,Empty,Empty,Empty,0.001684,-0.025984,0.098573,0.024233,-0.994495,-0.068888,0.873416,-0.24363,0.000681,-0.31879,0.004711,-0.466189,-0.825239,-0.200024,0.819508,0.246624,0.001402,0.005573,0.064697,-0.010427,-0.997835,-0.081394,0.054205,0.303678,0.001867,-0.005774,-0.063774,-0.00653,0.997926,0.039248,0.06024,-0.255385,0.001803
136,4.533333,-0.087185,-0.213296,-0.112022,-0.96662,-0.155234,1.764074,0.067879,0.000522,Empty,Empty,Empty,-0.997036,Empty,Empty,Empty,0.00168,-0.026149,0.099059,0.024566,-0.994435,-0.068818,0.873365,-0.243594,0.000687,-0.318765,0.004939,-0.466201,-0.82524,-0.200041,0.819482,0.246477,0.001411,0.005585,0.064742,-0.010419,-0.997832,-0.081387,0.054205,0.303684,0.001868,-0.005739,-0.063739,-0.006474,0.997929,0.039256,0.060239,-0.255385,0.001799
137,4.566667,-0.087254,-0.213209,-0.111765,-0.966663,-0.155007,1.764125,0.06792,0.000531,Empty,Empty,Empty,-0.997033,Empty,Empty,Empty,0.001698,-0.026272,0.099274,0.02466,-0.994408,-0.068743,0.873304,-0.24352,0.000665,-0.319645,0.004995,-0.46572,-0.825171,-0.200096,0.819407,0.246324,0.001328,0.005581,0.064741,-0.010394,-0.997832,-0.081388,0.054198,0.303693,0.001868,-0.005708,-0.063719,-0.006496,0.99793,0.03925,0.060243,-0.255386,0.001801
138,4.6,-0.087514,-0.213467,-0.111584,-0.966604,-0.154917,1.764126,0.068094,0.00053,Empty,Empty,Empty,-0.997037,Empty,Empty,Empty,0.0017,-0.025373,0.099487,0.024624,-0.99441,-0.068618,0.873218,-0.243398,0.000686,-0.319584,0.004881,-0.465494,-0.825323,-0.200116,0.819356,0.246221,0.001323,0.005608,0.064771,-0.010363,-0.997831,-0.081387,0.054198,0.303688,0.001869,-0.0057,-0.063689,-0.006535,0.997932,0.03925,0.060237,-0.255387,0.001806
139,4.633333,-0.087735,-0.213863,-0.11171,-0.966481,-0.155014,1.764063,0.068389,0.000528,Empty,Empty,Empty,-0.997044,Empty,Empty,Empty,0.00171,-0.025393,0.099573,0.024716,-0.994399,-0.068513,0.873208,-0.243312,0.000684,-0.319894,0.004736,-0.465348,-0.825286,-0.200076,0.819299,0.246149,0.001315,0.005524,0.064736,-0.010375,-0.997833,-0.081389,0.054202,0.303681,0.001868,-0.005754,-0.06366,-0.00651,0.997934,0.039254,0.06023,-0.255388,0.001811
140,4.666667,-0.088003,-0.214208,-0.112172,-0.966327,-0.155325,1.763921,0.068748,0.000513,Empty,Empty,Empty,-0.997064,Empty,Empty,Empty,0.001708,-0.025279,0.099261,0.024373,-0.994442,-0.068395,0.873225,-0.243263,0.000695,-0.320493,0.004967,-0.465958,-0.824708,-0.199915,0.819182,0.246074,0.001337,0.005654,0.064725,-0.010347,-0.997833,-0.08139,0.054196,0.303687,0.001866,-0.005769,-0.063624,-0.006541,0.997936,0.039249,0.060239,-0.255401,0.001805
141,4.7,-0.087562,-0.214779,-0.112517,-0.9662,-0.155747,1.763734,0.06928,0.000362,Empty,Empty,Empty,-0.997087,Empty,Empty,Empty,0.001719,-0.025127,0.099,0.024093,-0.994478,-0.068314,0.873271,-0.243308,0.000698,-0.322401,0.004449,-0.465767,-0.824074,-0.199524,0.818841,0.245997,0.001376,0.005543,0.064942,-0.010305,-0.99782,-0.081392,0.0542,0.303668,0.001878,-0.005795,-0.063619,-0.006572,0.997936,0.039259,0.060225,-0.255394,0.0018
142,4.733333,-0.088091,-0.215077,-0.113141,-0.966013,-0.156139,1.763588,0.069805,0.000375,Empty,Empty,Empty,-0.997104,Empty,Empty,Empty,0.001726,-0.025324,0.099067,0.024115,-0.994466,-0.06829,0.873366,-0.243435,0.000705,-0.322817,0.004204,-0.466395,-0.823558,-0.199123,0.818602,0.245803,0.001293,0.005638,0.064766,-0.010376,-0.997831,-0.081376,0.054206,0.303689,0.00187,-0.005891,-0.063636,-0.006623,0.997934,0.039264,0.060223,-0.255402,0.001804
143,4.766667,-0.088812,-0.215512,-0.113588,-0.965798,-0.156453,1.763476,0.070346,0.000371,Empty,Empty,Empty,-0.997119,Empty,Empty,Empty,0.001731,-0.025765,0.09842,0.023676,-0.99453,-0.068351,0.873552,-0.243623,0.000701,-0.322738,0.004118,-0.467534,-0.822943,-0.198516,0.818273,0.245711,0.001244,0.005681,0.064767,-0.01037,-0.99783,-0.081378,0.05419,0.303687,0.001868,-0.005835,-0.063628,-0.006603,0.997935,0.039266,0.06022,-0.255402,0.001813
144,4.8,-0.089362,-0.21581,-0.113709,-0.965666,-0.156688,1.763419,0.070851,0.000354,Empty,Empty,Empty,-0.997124,Empty,Empty,Empty,0.001741,-0.02604,0.098587,0.023961,-0.994499,-0.068434,0.873682,-0.243786,0.000706,-0.322446,0.003465,-0.466452,-0.823674,-0.197794,0.817935,0.245558,0.001206,0.005664,0.064742,-0.010364,-0.997832,-0.081382,0.054198,0.303683,0.001869,-0.005832,-0.063623,-0.006583,0.997935,0.03926,0.060227,-0.255403,0.001803
145,4.833333,-0.089511,-0.215999,-0.11378,-0.965601,-0.156947,1.763353,0.071234,0.000351,Empty,Empty,Empty,-0.997134,Empty,Empty,Empty,0.001765,-0.02704,0.099172,0.024307,-0.994406,-0.068464,0.873776,-0.243915,0.000696,-0.323799,0.004145,-0.468305,-0.822087,-0.197118,0.817479,0.245215,0.001339,0.005549,0.064754,-0.010367,-0.997832,-0.081382,0.054201,0.303675,0.001872,-0.005844,-0.063625,-0.006572,0.997935,0.03926,0.060228,-0.255403,0.001801
146,4.866667,-0.089679,-0.215987,-0.114281,-0.96553,-0.1573,1.763237,0.071641,0.000378,Empty,Empty,Empty,-0.997142,Empty,Empty,Empty,0.001769,-0.026937,0.098893,0.023972,-0.994445,-0.068488,0.873856,-0.243936,0.000705,-0.323664,0.003918,-0.4686,-0.821973,-0.196612,0.817089,0.24499,0.001365,0.005622,0.064712,-0.010393,-0.997834,-0.081384,0.054196,0.303679,0.00187,-0.005801,-0.063651,-0.006548,0.997934,0.039259,0.060228,-0.255396,0.001805
147,4.9,-0.090129,-0.215796,-0.114961,-0.96545,-0.157608,1.763108,0.072017,0.000381,Empty,Empty,Empty,-0.997152,Empty,Empty,Empty,0.001759,-0.02682,0.098817,0.024179,-0.99445,-0.068582,0.873941,-0.243941,0.000713,-0.323151,0.00326,-0.468389,-0.822298,-0.196236,0.81677,0.244826,0.001304,0.005055,0.064714,-0.010411,-0.997837,-0.081396,0.054202,0.303646,0.001849,-0.005813,-0.063642,-0.006531,0.997935,0.039259,0.060234,-0.255397,0.001808
148,4.933333,-0.090495,-0.215714,-0.115298,-0.965393,-0.157806,1.763016,0.07237,0.000381,Empty,Empty,Empty,-0.99716,Empty,Empty,Empty,0.001773,-0.027119,0.098812,0.024208,-0.994442,-0.068695,0.874004,-0.243973,0.000709,-0.323762,0.002464,-0.467996,-0.822285,-0.195999,0.816444,0.244615,0.001349,0.00565,0.064761,-0.010423,-0.99783,-0.081388,0.054201,0.303682,0.001874,-0.005819,-0.06364,-0.006541,0.997935,0.039256,0.060234,-0.255398,0.001804
149,4.966667,-0.091428,-0.215618,-0.115744,-0.965274,-0.157823,1.76298,0.072603,0.000529,Empty,Empty,Empty,-0.997005,Empty,Empty,Empty,0.0023,-0.027224,0.099032,0.024154,-0.994419,-0.068789,0.874012,-0.244032,0.000705,-0.324581,0.001926,-0.468017,-0.821951,-0.195977,0.816291,0.244362,0.001311,0.005447,0.064912,-0.010427,-0.997822,-0.081395,0.054217,0.303657,0.001886,-0.005733,-0.063649,-0.006498,0.997935,0.039252,0.060242,-0.255393,0.00181
150,5,-0.09138,-0.215995,-0.115114,-0.965269,-0.15779,1.76303,0.072998,0.000335,Empty,Empty,Empty,-0.997007,Empty,Empty,Empty,0.00229,-0.027408,0.099033,0.024323,-0.994409,-0.068947,0.874053,-0.244052,0.0007,-0.324886,0.001725,-0.468434,-0.821593,-0.196161,0.816246,0.244154,0.00135,0.005615,0.064672,-0.010491,-0.997836,-0.081397,0.054209,0.303673,0.001871,-0.005776,-0.06367,-0.006484,0.997933,0.03925,0.060241,-0.255398,0.001805
151,5.033333,-0.091879,-0.216164,-0.114749,-0.965227,-0.157673,1.763096,0.073291,0.000344,Empty,Empty,Empty,-0.997013,Empty,Empty,Empty,0.002299,-0.027455,0.098601,0.024299,-0.994451,-0.069167,0.87412,-0.244059,0.000696,-0.32523,0.00334,-0.468492,-0.821419,-0.196597,0.816151,0.243889,0.001329,0.005655,0.064659,-0.010495,-0.997836,-0.081402,0.054217,0.303655,0.001872,-0.005742,-0.063645,-0.006486,0.997935,0.039247,0.060244,-0.255396,0.001802
152,5.066667,-0.09226,-0.216336,-0.114293,-0.965207,-0.157584,1.763141,0.073523,0.000352,Empty,Empty,Empty,-0.997008,Empty,Empty,Empty,0.0023,-0.027205,0.098511,0.024115,-0.994472,-0.069402,0.874154,-0.24409,0.000721,-0.32517,0.00373,-0.468338,-0.821529,-0.197253,0.816214,0.243687,0.00127,0.005642,0.064667,-0.010526,-0.997835,-0.081401,0.054216,0.303658,0.001875,-0.005765,-0.063653,-0.006465,0.997934,0.039242,0.060246,-0.255396,0.001811
153,5.1,-0.092376,-0.216431,-0.11416,-0.96519,-0.157575,1.763169,0.073669,0.000365,Empty,Empty,Empty,-0.997005,Empty,Empty,Empty,0.002302,-0.02732,0.09858,0.024061,-0.994463,-0.069576,0.874169,-0.244172,0.000718,-0.325551,0.004059,-0.468025,-0.821555,-0.197934,0.816354,0.243519,0.00127,0.005625,0.064649,-0.010532,-0.997837,-0.081401,0.054227,0.303643,0.001879,-0.005838,-0.063678,-0.006473,0.997932,0.039247,0.06024,-0.255401,0.001808
154,5.133333,-0.092648,-0.216317,-0.114112,-0.965195,-0.157607,1.763189,0.073764,0.00037,Empty,Empty,Empty,-0.997,Empty,Empty,Empty,0.002295,-0.027264,0.099166,0.024199,-0.994403,-0.069682,0.874192,-0.244269,0.000716,-0.327062,0.00483,-0.468771,-0.820525,-0.198659,0.816448,0.243315,0.00133,0.005593,0.064626,-0.01055,-0.997838,-0.08141,0.054228,0.303641,0.001875,-0.005846,-0.063665,-0.0065,0.997933,0.039242,0.060244,-0.255398,0.001805
155,5.166667,-0.092858,-0.21617,-0.114129,-0.965206,-0.157675,1.7632,0.073785,0.000373,Empty,Empty,Empty,-0.996989,Empty,Empty,Empty,0.002291,-0.027288,0.09928,0.024292,-0.994389,-0.069764,0.87421,-0.244334,0.000717,-0.326657,0.004044,-0.467201,-0.821585,-0.199335,0.816572,0.243143,0.001392,0.005284,0.064748,-0.010667,-0.997831,-0.081378,0.054271,0.303611,0.001907,-0.00577,-0.063657,-0.006464,0.997934,0.039244,0.060239,-0.255393,0.001808
156,5.2,-0.092878,-0.216078,-0.114135,-0.965224,-0.157774,1.763202,0.073721,0.000377,Empty,Empty,Empty,-0.996976,Empty,Empty,Empty,0.002289,-0.027265,0.099443,0.024254,-0.994374,-0.069769,0.874188,-0.244383,0.000719,-0.325528,0.004923,-0.46751,-0.821853,-0.199878,0.816686,0.243016,0.001335,0.00565,0.064614,-0.010607,-0.997838,-0.081416,0.05424,0.303642,0.001877,-0.005746,-0.063666,-0.006458,0.997934,0.03924,0.06024,-0.255394,0.001804
157,5.233333,-0.092823,-0.21588,-0.11412,-0.965275,-0.157929,1.763206,0.073571,0.000355,Empty,Empty,Empty,-0.996959,Empty,Empty,Empty,0.002285,-0.027152,0.099909,0.024156,-0.994333,-0.069716,0.87416,-0.244437,0.000712,-0.325753,0.005468,-0.468087,-0.821432,-0.20033,0.816755,0.242851,0.001316,0.005618,0.064583,-0.010608,-0.99784,-0.081419,0.05424,0.303629,0.001874,-0.005824,-0.063676,-0.006422,0.997933,0.039243,0.060243,-0.255393,0.001808
158,5.266667,-0.092638,-0.215551,-0.114211,-0.965356,-0.158133,1.763202,0.073367,0.000349,Empty,Empty,Empty,-0.996939,Empty,Empty,Empty,0.002281,-0.027164,0.100405,0.024363,-0.994277,-0.069659,0.874147,-0.244456,0.000724,-0.325496,0.005487,-0.467596,-0.821813,-0.200686,0.81685,0.242699,0.001362,0.005619,0.064551,-0.010665,-0.997842,-0.081426,0.054246,0.303628,0.001877,-0.006024,-0.063842,-0.006263,0.997922,0.039264,0.060207,-0.2554,0.001838
159,5.3,-0.092397,-0.215063,-0.114371,-0.965469,-0.158367,1.76318,0.073146,0.000353,Empty,Empty,Empty,-0.996918,Empty,Empty,Empty,0.002292,-0.027287,0.100528,0.024384,-0.994261,-0.06959,0.874126,-0.244413,0.000717,-0.324509,0.005817,-0.467989,-0.821977,-0.200886,0.816933,0.242621,0.001267,0.005645,0.064558,-0.010694,-0.997841,-0.081423,0.05425,0.303621,0.001878,-0.005786,-0.063696,-0.006376,0.997932,0.039234,0.060243,-0.255382,0.001811
160,5.333333,-0.092629,-0.214505,-0.11492,-0.965506,-0.158591,1.763142,0.07283,0.000517,Empty,Empty,Empty,-0.996898,Empty,Empty,Empty,0.002296,-0.027337,0.100891,0.024585,-0.994218,-0.069505,0.87408,-0.244366,0.000712,-0.324262,0.005904,-0.468091,-0.822016,-0.20092,0.81692,0.242558,0.001282,0.005596,0.064557,-0.010708,-0.997841,-0.081425,0.054257,0.303618,0.001878,-0.005748,-0.063705,-0.006391,0.997932,0.039231,0.060247,-0.255385,0.001801
161,5.366667,-0.092679,-0.214411,-0.115124,-0.965497,-0.15886,1.763112,0.072605,0.00051,Empty,Empty,Empty,-0.996882,Empty,Empty,Empty,0.002296,-0.027335,0.101133,0.024464,-0.994196,-0.069398,0.874024,-0.244345,0.000709,-0.324215,0.006018,-0.468565,-0.821763,-0.20084,0.816879,0.242535,0.001293,0.005663,0.06454,-0.010758,-0.997841,-0.081432,0.054261,0.303613,0.001878,-0.005789,-0.063763,-0.006393,0.997928,0.039233,0.06025,-0.255382,0.001802
